"School","City","Perioxi","Category","Subcategory","Organization","Facebook","Website","Logo","Address","TK","Phone","email","Courses","Place","Rensponsible","Description","Verified","mobile","type","toPublish","UID","id","about","page_token","link","description","checkins","category","website","UID","picture","cover","emails","phone","street","longitude","latitude","located_in"
"STREET DEFENCE CLUB","Αθήνα","Λαμπρινή","Πολεμικές τέχνες","Self-Defense",,"www.facebook.com/streetdefenceclub/","www.streetdefenceclub.com","https://www.polemikes-tehnes.gr/pics/logos/b/201681412194297.jpg",,,,"streetdefenceclub@gmail.com",,,,,,,,,"1224","1.59603089730983E+15","Μάθετε σήμερα Αυτόάμυνα! Kenpo Karate, Wing Tzun Kung Fu,Brazilian Jiu Jitsu, Evalution Eskrima Kali, Kids Self Defence ,Combat Fitness!Λαμπρινή Αμισου22.","streetdefenceclub","https://www.facebook.com/streetdefenceclub/",,"0","Nonprofit Organization","http://www.streetdefenceclub.com","1224","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/11130171_1596034033976178_7126783718029084891_n.png?oh=01f6e663f6770ff36ec879ad39779c1b&oe=5B0BEAE3","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/22528775_1999760826936828_1796721753032068333_o.jpg?oh=dbaf9d44c21a9f74a90a41f39cb39bf0&oe=5B074EDF","kenpoka1978@yahoo.gr","6909158161","αμισου 22",,,
"Six Harmonies Praying Mantis Kung Fu","Ηράκλειο",,"Πολεμικές τέχνες","Kung Fu",,"www.facebook.com/Six-Harmonies-Praying-Mantis-Kung-Fu-Heraklion-286291331385663/timeline/","tanglangheraklion.com/","https://www.polemikes-tehnes.gr/pics/logos/b/20159129212775.jpg",,,,"wfh6474@hotmail.com",,,,,,,,,"186","286291331385663",,"Six-Harmonies-Praying-Mantis-Kung-Fu-Heraklion-286291331385663","https://www.facebook.com/Six-Harmonies-Praying-Mantis-Kung-Fu-Heraklion-286291331385663/","(English text below) Φίλες/φίλοι, καλωσήλθατε στη σελίδα του συλλόγου μας στο facebook. Ο σύλλογός μας ιδρύθηκε το Σεπτέμβριο του 2011 στο Ηράκλειο Κρήτης και σκοπός του είναι η διάδοση πολιτισμού, μέσα από την εκπαίδευση και την καλλιέργεια των Κινέζικων παραδοσιακών πολεμικών τεχνών. Στο σύλλογό μας διδάσκεται παραδοσιακό Chi Kung (Qi Gong) καθώς επίσης για πρώτη φορα στην Ελλάδα το σύστημα Κινέζικου Kung Fu ''Liu He Tang Lang Quan'' (Αλογάκι Της Παναγίας Των Έξι Αρμονιών). Μέσα από αυτή τη σελίδα ευελπιστούμε να έχουμε μία πρώτη επαφή μαζί σας, καθώς και ανταλλαγή απόψεων και γνώσεων πάνω στις πολεμικές τέχνες. Παρακαλώ να εκφράσετε την γνώμη και την γνώση σας ελεύθερα. Website: www.tanglangheraklion.com Dear friends, welcome to our facebook page. Our association was founded at Heraklion city, Crete, on September 2011, our purpose is to spread culture through practice and cultivation of traditional Chinese martial arts. In our association we practice Traditional Chi Kung (Qi Gong) and for the first time in our country, Hellas, the traditional Chinese Kung Fu system ‘’Liu He Tang Lang Quan’’ (Six Harmonies Praying Mantis Fist). Through this page we hope to have a first contact with you in order to exchange knowledge and opinions on martial arts. Please feel free to express your opinion and knowledge. Website: www.tanglangheraklion.com ","31","Martial Arts School",,"186","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/12063858_1177733725574748_7737507388767249895_n.jpg?oh=1775a22edb610e11de6cfa137152fefc&oe=5B4CEC31","https://scontent.xx.fbcdn.net/v/t1.0-9/580820_506094536072007_602164234_n.jpg?oh=fb230a69711332fc7743e1df60dd8339&oe=5B40518E",,"6979029300","Αντωνίου Μπετεινάκη 10 Μασταμπάς","25.14422","35.34123",
"Α.Σ. ΤΑΪ ΤΣΙ ΤΣΟΥΑΝ ΑΘΗΝΑΣ","Αθήνα","ΝέοΗράκλειο","Πολεμικές τέχνες","Kung Fu",,"www.facebook.com/TaiChiChuanAthens","taichiathens.gr","https://www.polemikes-tehnes.gr/pics/logos/b/2015822124613338.jpg",,,,"taichiathens@gmail.com",,,,,,,,,"1421","510076125732998","The Athens Taijiquan Association is under the Tung Ying Jie Taiji Legacy created by Master Alex Da De Dong","TaiChiChuanAthens","https://www.facebook.com/TaiChiChuanAthens/","Tai chi chuan (taijiquan) has been part of Chinese culture for hundreds of years. Literally, the translation of the word is ""ultimate fist"". Although it is a martial art, it is also an exercise for concentration and health. Its slow and gentle movements conceal the power and vitality within. A Chinese proverb characteristically says: ""a needle hidden inside the cotton"" Το Τάι Τσι Τσουάν (tai chi chuan, taijiquan) αποτελεί μέρος της πλούσιας κουλτούρας της Κίνας εδώ και εκατοντάδες χρόνια. Η κατά λέξη μετάφραση του είναι «μεγάλη μοναδική γροθιά» και είναι πολεμική τέχνη, αλλά είναι ταυτόχρονα και άσκηση για συγκέντρωση και υγεία. Το Τάι Τσι Τσουάν είναι μια τέχνη της οποίας οι αργές και απαλές κινήσεις κρύβουν αρκετή δύναμη και ζωντάνια. Όπως χαρακτηριστικά λέει και μια κινέζικη παροιμία: «μέσα στο βαμβάκι κρύβεται μια βελόνα». ","0","School Sports Team","http://www.taichiathens.gr","1421","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/21151275_1656815321059067_2608679026117624095_n.jpg?oh=d313b868be0d72bb699485dda9d1f581&oe=5B47C91E","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/21083225_1656714774402455_8350221654812717660_o.jpg?oh=ee8bb447c20217888a8ec13b280ae5cf&oe=5B36B899","taichiathens@gmail.com","306946993501","Selinis 23",,,
"Α.Σ. ΠΥΡΣΟΣ","Αθήνα","Ν.Ηράκλειο","Πολεμικές τέχνες",,,"www.facebook.com/Tang-Soo-Do-Pyrsos-251016628273818/","www.pyrsos.gr","https://www.polemikes-tehnes.gr/pics/logos/b/2016814121339648.jpg",,,,"info@pyrsos.gr",,,,,,,,,"1346","251016628273818",,"PYRSOSGLOVESCLUB","https://www.facebook.com/PYRSOSGLOVESCLUB/",,"82","Amateur Sports Team","http://www.pyrsos.gr","1346","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/12301721_994041400638000_2425334582784842461_n.jpg?oh=0fdbc958434c1184ef14887fdb594d9d&oe=5B04ACA8","https://scontent.xx.fbcdn.net/v/t1.0-9/14925785_1260011190707685_816263505624174893_n.jpg?oh=6c77490e760a59c718b0d0fed5e08c19&oe=5B40B63B","info@pyrsos.gr,tasosradis@gmail.com","2102823469","ΚΟΛΟΚΟΤΡΩΝΗ 24",,,
"TAI CHI CHUAN ΝΕΑΣ ΣΜΥΡΝΗΣ","Αθήνα","ΝέαΣμύρνη","Πολεμικές τέχνες","Kung Fu",,"www.facebook.com/TaiChiChuanNSmyrnis","www.taichi.gr/index.php","https://www.polemikes-tehnes.gr/pics/logos/b/2013913165615296.JPG",,,,"lydiatilli@hotmail.com",,,,,,,,,"1403","197307513755115","* Founded by Lydia Tyllianaki * Greek branch of the Tung Ying Jie Taiji Legacy- Alex Dong International Taijiquan Association. ","TaiChiChuanNSmyrnis","https://www.facebook.com/TaiChiChuanNSmyrnis/","Το κέντρο Tai Chi Chuan Νέας Σμύρνης ξεκίνησε σαν μια μικρή ομάδα από το 1994. Συγκροτήθηκε και ξεκίνησε επίσημα τις δραστηριότητες του το 1998. Η Λύδια Τυλλιανάκη, είναι κύρια εκπαιδεύτρια και ιδρύτρια του κέντρου. Εν μέρει εκπαιδευτής στο κέντρο είναι και ο Γιάννης Ζουμπρούλης ιδρυτής του Αθλητικού Συλλόγου Ται τσι τουάν Αθήνας. Και οι δύο εκπαιδευτές έχουν αποκτήσει τον τίτλο του senior instructor για το σύστημα που διδάσκoυν απο τον Master Alex Dong. Το εκπαιδευτικό πρόγραμμα περιλαμβάνει την εσωτερική τέχνη του Ται τσι τσουάν (Γιάνγκ στυλ) και το θεραπευτικό Τσι κόνγκ. Το κέντρο Τάι Τσι Τσουάν Ν.Σμύρνης, βρίσκεταTung Ying Jie Taiji Legacy- Alex Dong International Taijiquan AssociationTung Ying Jie Taiji Legacy, του Master Alex Dong","125","Martial Arts School","http://www.taichi.gr","1403","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/970402_197761240376409_1030256295_n.png?oh=d2f01c2c22dc438d92b47d91d75edc92&oe=5B3F51ED","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/400766_197761780376355_41740514_n.jpg?oh=8b3f103f9499f3c0d66faa5201c83244&oe=5B4108A1","lydiatilli@hotmail.com","6941605288","Πλαστήρα 62","23.708674830627","37.949153975208",
"SOLAR KARATE","Κέρκυρα",,"Πολεμικές τέχνες",,,"www.facebook.com/SOLARSHOTOKANKARATECORFU/",,"https://www.polemikes-tehnes.gr/pics/logos/b/20168912442696.jpg",,,,"solarcorfutraining@gmail.com",,,,,,,,,"187","826445734046471","Karate Shotokan-τμήματα παιδικά & ενηλίκων. Brazilian Jiu Jitsu Cross Training με trx, kettlebells, medicine balls Σολάρι, Κέρκυρα/Corfu ","SOLARSHOTOKANKARATECORFU","https://www.facebook.com/SOLARSHOTOKANKARATECORFU/","Παραδοσιακό & Αγωνιστικό Καράτε Skotokan Παραδοσιακό και αγωνιστικό καράτε σότοκαν, σε τμήματα παιδικά, εφηβικά & ενηλίκων. Αναγνωρισμένος σύλλογος από τη Γενική Γραμματεία Αθλητισμού, μέλος της ΕΛΟΚ και της παγκόσμιας Ομοσπονδίας Σότοκαν Καρέτα(SKIF),με πανελλήνιες χρυσές και αργυρές διακρίσεις. Φυσική κατάαση, αυτοέλεγχος,αυτοπεποίθηση, βελτίωση αντανακλαστικών, αυτοάμυνα, συνδυαστική σκέψη.H αυθεντικότερη και πλέον διαδεδομένη πολεμική τέχνη, το Shotokan karate . Brazilian Jiu Jitsu Ένα από τα ραγδαίως αναπτυσσόμενα μαχητικά σπορ & συστήματα αυτοάμυνας που εστιάζει στην πάλη εδάφους. Προπονηθείτε με την πρωταθλήτρια ομάδα Ρίο Γκράμπλινγκ Κλαμπ, σε ένα από τα δημοφιλέστερα μαχητικά αθλήματα στον κόσμο. CrossTraining- Λειτουργική προπόνηση Στο χώρο του Solar ,λειτουργούν τμήματα Cross Training, με όλα τα σύγχρονα μέσα εκγύμνασης - trx, kettlebells, medicine balls, με στόχο την ολοκληρωτική εκγύμναση όλων των μυικών ομάδων. ","295","Martial Arts School","https://www.facebook.com/search/top/?q=solar%20karate","187","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/21761753_1666909593333410_8827396286675071104_n.jpg?oh=41621502841d950be2fcd4d1c4772077&oe=5B458E01","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/21558972_1666800653344304_5689552240502367575_n.jpg?oh=159a5207b4318420da713c3a6d8b8292&oe=5B3E14E6","solarcorfutraining@gmail.com","+306974808288, +2661024610","SOLARI","19.897956848145","39.622879388767",
"Α.Σ. ΤΑΕΚΒΟΝΤΟ ΧΡΥΣΟΥΠΟΛΗΣ","Χρυσούπολη",,"Πολεμικές τέχνες","Tae Kwon Do",,"www.facebook.com/AS-TAEKWONDO-CHRISOUPOLIS-111783680830/","taekwondo-theodorou.blogspot.gr","https://www.polemikes-tehnes.gr/pics/logos/b/2017917213847353.jpg",,,,"astkdchrisoupolis@yahoo.gr",,,,,,,,,"211","111783680830","Εγγραφές καθημερινά καθ όλη τη διάρκεια του χρόνου,θα μας βρείτε Παύλου Μελά 02 Χρυσούπολη από τις 17.00μμ-22.00μμ. Ηλικίες από 4 ετών και άνω","AS-TAEKWONDO-CHRISOUPOLIS-111783680830","https://www.facebook.com/AS-TAEKWONDO-CHRISOUPOLIS-111783680830/","Χάλκινο Παγκόσμιο Πανεπιστημιάδα 2002 Κυρπόγλου Ανέστης -78κ ΄΄Αμερική΄΄ Χρυσό πανευρωπαικό Εφήβων 1997 Καβούνης Κώστας -47κ ΄΄Πάτρα΄΄ Χρυσό Πανευρωπαικό Νεανίδες 2011 Πιπεράκη Κατερίνα -52κ ΄΄Κυπρος'' Χάλκινο Πανευρωπαικό Εφήβων 1999 Κυρπόγλου Ανέστης -73κ ΄΄Κύπρος΄΄'' Χάλκινο Πανευρωπαικό κορασίδες 2007 Πιπεράκη Καίτη -37κ ΄΄Βουδαπέστη΄΄ Χάλκινο Μεσογειακό Κύπελλο Γυναικών 2009 Κατικιώτη Ματίνα -46κ ΄΄Μαρόκο΄΄ Χρυσό Βαλκανικό Γυναικών 2008 Κατικιώτη Ματίνα -47κ ΄΄Ρουμανία'' Χρυσό Βαλκανικό Νεανίδων 2011 Πιπεράκη Κατερίνα -55κ ΄΄Σερβία'' Αργυρό Βαλκανικό Ανδρών 1997 Καβούνης Κώστας -50κ ΄΄Καστοριά΄΄ Χάλκινο Βαλκανικό Γυναικών 1997 Κατικιώτη Ματίνα -43κ ΄΄Καστοριά΄΄ ","586","Gym/Physical Fitness Center","http://taekwondo-theodorou.blogspot.com/","211","https://scontent.xx.fbcdn.net/v/t1.0-1/c7.0.50.50/p50x50/1381732_10151906057555831_1921982592_n.jpg?oh=a1b50b0bc9889a20f1c1ffc752f61c76&oe=5B0A43DD","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/10496176_10152602356965831_8095837408101741543_o.png?oh=5d3fc8c85af6bcae514e49a475eab326&oe=5B0569A6","astkdchrisoupolis@yahoo.gr","6989585511-6981553352","Παυλου Μελά 02","24.708890233331","40.932157933342",
"Α.Σ ΠΟΛΕΜΙΚΩΝ ΤΕΧΝΩΝ ΠΡΩΤΑΘΛΗΤΕΣ","Αθήνα","ΝέοςΚόσμος","Πολεμικές τέχνες","Tae Kwon Do",,"www.facebook.com/asProtathlitesLagosTeam",,"https://www.polemikes-tehnes.gr/pics/logos/b/2015830154045722.jpg",,,,"lagosbill@windowslive.com",,,,,,,,,"1424","853851068062567","Α.Σ Πολεμικών Τεχνών Πρωταθλητές : Tae Kwon Do (I.T.F) Kick Boxing K1 Muay Thai Αυτοάμυνες Ιδιαίτερα Μαθήματα (Και στον χώρο σας)","asProtathlitesLagosTeam","https://www.facebook.com/asProtathlitesLagosTeam/","Προπονήσεις καθημερινά Δευτέρα έως Παρασκευή. ΤΜΗΜΑΤΑ: 18:00-19:00 (TAE KWON DO 4-9 ετών) 19:00-20:00 (TAE KWON DO 10-15 ετών) 20:00-21:00 (TAE KWON DO 16 και άνω) 21:00-22:30 (KICK BOXING K1 όλες οι ηλικίες) ΠΡΩΙΝΑ ΤΜΗΜΑΤΑ: ΚΑΘΕ ΤΡΙΤΗ-ΤΕΤΑΡΤΗ & ΠΑΡΑΣΚΕΥΗ ΣΤΙΣ 10:30-11:45","0","Sports Team","https://www.facebook.com/asProtathlitesLagosTeam / instagram: a.s_protathlites","1424","https://scontent.xx.fbcdn.net/v/t1.0-1/c13.0.50.50/p50x50/11951962_853853291395678_1299530156673660581_n.jpg?oh=a45652f7de6336a459f211017478cd5a&oe=5B079C15","https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/11960035_853931821387825_8113457460314935177_n.jpg?oh=5a3f9fdc1f18d490749f148a9a4598c0&oe=5B0403FC","lagosbill@windowslive.com","2109270912, 6978858590, 6987294562 ","Μίνωος 3, Νέος Κόσμος, 3ος όροφος (πλησίον μετρό Άγιος Ιωάννης)",,,
"Α.Ο ΙΛΙΟΥ JUDO CLUB","Αθήνα","Ίλιον","Πολεμικές τέχνες",,,"www.facebook.com/AoiliouJudoClub/",,"https://www.polemikes-tehnes.gr/pics/logos/b/20181291525671.jpg",,,,"n.antoniou61@gmail.com",,,,,,,,,"1032","119420331515074","Φυτώριο ταλέντων από το 1982 μέχρι και σήμερα....","AoiliouJudoClub","https://www.facebook.com/AoiliouJudoClub/","Καθημερινά γυμνάζονται στις εγκαταστάσεις μας πάνω από 60 αθλητές & αθλήτριες ηλικίας 6 έως....! Κάθε χρόνο βραβεύεται ο σύλλογος μας ως πολυνίκης. Στόχος μας όμως παράλληλα είναι εκτός από το σώμα να εξασκούμε και το πνεύμα...να υπάρχει έμφαση στην συμμετοχή και όχι μόνο στην αναζήτηση του αποτελέσματος. Όχι στην νίκη μέσω αθέμιτου και ανέντιμου ανταγωνισμού. Να καλλιεργείται η έννοια της ομαδικότητας και των φιλικών σχέσεων των αθλητών.","0","Amateur Sports Team","http://www.facebook.com/groups/a.o.iliou/","1032","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/27459410_623561511100951_4768288964131081391_n.jpg?oh=9fe58db233e34c905e5d714f2fff52d1&oe=5B026134","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27355519_622536261203476_8943522159867183236_o.jpg?oh=a0e152a31867efddde10ec55a94f391c&oe=5B012704","nikan61@me.com","6977218003","Ελευσινίων Μυστηρίων (Περιβαλλοντικό πάρκο Ιλίου) Ilion, Greece",,,
"Α.Σ. ΑΤΡΑΠΟΣ XAΛΑΝΔΡΙΟΥ","Αθήνα","Χαλάνδρι","Πολεμικές τέχνες",,,"www.facebook.com/atraposhellas?fref=ts","www.atraposhellas.gr/","https://www.polemikes-tehnes.gr/pics/logos/b/55.jpg",,,,"webmaster@atraposhellas.gr",,,,,,,,,"1773","236535819885126","Πολεμικές τέχνες: TAE KWON DO - AIKIDO - TAICHI Κυκλική προπόνηση για ενδυνάμωση των αθλητών","atraposhellas","https://www.facebook.com/atraposhellas/","Ο Α.Σ. ΑΤΡΑΠΟΣ Χαλάνδρι ξεκίνησε να λειτουργεί το 2004. Σκοπός του η εκμάθηση των πολεμικών τεχνών, μέσα από την οποία καλλιεργούνται και αναπτύσσονται αρμονικά τόσο οι σωματικές όσο οι ψυχικές και πνευματικές ικανότητες και δεξιότητες των αθλουμένων. Στο σύλλογο μας διδάσκονται Ταεκβοντό (Τάε Κβο Ντο - TAE KWON DO) , AIKIDO, TAICHI. Τέχνες που προάγουν το σεβασμό, την πειθαρχία, τον αυτοέλεγχο, την υπομονή και κατεπέκταση διαμορφώνουν ισχυρούς και δυνατούς χαρακτήρες. Πιο συγκεκριμένα: To Ταεκβοντό, από τα πιο δημοφιλή πλέον σπορ στον κόσμο, βοηθά στη σωματική και ψυχική διάπλαση. Στη βελτίωση της φυσικής κατάστασης και τη μυοσκελετική ενδυνάμωση. Η άσκηση στο Ταεκβοντό έχει ιδιαίτερα θετικές επιδράσεις στην παιδική ηλικία. AIKIDO. Αi: αρμονία, ki: εσωτερική θετική ενέργεια, do: αναζήτηση. Σκοπός του η αυτοάμυνα από οποιαδήποτε επίθεση. Δε χρησιμοποιείται απο τον αμυνόμενο καμιά δύναμη, γεγονός που το κάνει πολύ προσιτό και σε γυναίκες. Βοηθά στη μείωση του στρες και του εγωισμού και ηρεμεί και τονώνει την αυτοπεποίθηση. TAICHI: Μια κινεζική πολεμική τέχνη με απαλές και αργές κινήσεις που κρύβουν αρκετή δύναμη και ζωντάνια. Βοηθά στην ανάπτυξη της εσωτερικής ενέργειας, την ανακούφιση των κλειδώσεων, την καλύτερη κυκλοφορία του αίματος. Μπορεί κάποιος να ασκείτε στο ΤΑΙCHΙ ως τα βαθειά του γεράματα. Εκπαιδευτές: ΑΓΓΕΛΑΚΟΥ ΓΕΩΡΓΙΑ : Καθηγήτρια φυσικής αγωγής. 6 DAN TKD WTF KOΡΡΕΣ ΝΙΚΟΣ : Φυσικοθεραπευτής. 3 DAN AIKIDO AIKIKAΙ FRANCOISE POUTAYS : TAICHI YANG STYLE","262","Martial Arts School","http://www.atraposhellas.gr/","1773","https://scontent.xx.fbcdn.net/v/t1.0-1/c8.0.50.50/p50x50/10152526_236545649884143_2096600993_n.jpg?oh=81b5aaed549a3474dbdc41e2b7fd2183&oe=5B0185B6","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10003017_238824976322877_1068220158_n.jpg?oh=0c9cc06bf605b97d4925bff5d5dccb08&oe=5B0759D8","webmaster@atraposhellas.gr","2106848018","Κώστα Βάρναλη 52, Χαλάνδρι","23.8016556","38.0292769",
"Α.Σ. ΑΛΚΙΜΑΧΟΣ ΖΑΚΥΝΘΟΥ","Ζάκυνθος",,"Πολεμικές τέχνες",,,"www.facebook.com/alkimachos.gr","alkimachos.gr/el/taekwondo-zakynthos-hapkido","https://www.polemikes-tehnes.gr/pics/logos/b/2017924191059521.jpg",,,,"info@alkimachos.gr",,,,,,,,,"198","378476185584305","Αθλητικός Σύλλογος Ταεκβοντό και Χαπκίντο στη Ζάκυνθο....","alkimachos.gr","https://www.facebook.com/alkimachos.gr/",,"59","Stadium, Arena & Sports Venue","http://www.alkimachos.gr","198","https://scontent.xx.fbcdn.net/v/t1.0-1/c8.0.50.50/p50x50/10355021_673730142725573_6814419896039014208_n.jpg?oh=ab9946e4ea0fbcfb51d436d8e407991c&oe=5B3490B3","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/10953390_837882812976971_3720102278805648845_o.jpg?oh=88db7371348f39f6e6c4d6645dda59f1&oe=5B4CB8BD","alkimachos.zante@gmail.com","306948200472","Στραβοπόδη 23","20.8900711","37.77221235",
"SHITOKAI GREECE","Αθήνα","Περιστέρι","Πολεμικές τέχνες","Karate",,"www.facebook.com/shitoryuyoshukandojo?fref=ts","shitoryugreece.com","https://www.polemikes-tehnes.gr/pics/logos/b/2018015125715591.jpg",,,,"shitoryugreece@gmail.com",,,,,,,,,"1597","303294119713828","Website of ''Yoshukan Dojo'' branch of Greece - Sensei George Pelekis is an official representative of Soke Kenei Mabuni & WSKF (Shitokai).","shitoryuyoshukandojo","https://www.facebook.com/shitoryuyoshukandojo/","Ο Αθλητικός Πολιτιστικός Σύλλογος ""Ο Δρόμος Του Πολεμιστή"", ένα μη κερδοσκοπικό σωματείο, ιδρύθηκε το 1992 και από το 1997 έως σήμερα, έχει μία πλούσια ενεργό δράση στο χώρο των πολεμικών τεχνών. Είναι αναγνωρισμένος από την Γ.Γ.Α. (Γενική Γραμματεία Αθλητισμού) με φίλαθλη ιδιότητα, μέλος της ΕΛ.Ο.Κ. (Ελληνική Ομοσπονδία Καράτε) του μόνου επίσημου φορέα για το άθλημα του Καράτε, καθώς και μέλος της Ε.Ο.Κ.Ι.Ν. (Ελληνική Ομοσπονδία Κέντο, Ιάιντο, Ναγκινάτα) για την τέχνη του Ιάιντο. Στο σύλλογο λειτουργούν καθημερινά τμήματα Κarate (Shito ryu) και Iaido (Tamiya ryu - Seitei).Στόχος του συλλόγου είναι να δημιουργήσει αθλητές με ήθος, πειθαρχία, αυτοπεποίθηση και αυτό το έχει καταφέρει με την σωστή δουλειά που γίνεται από τους προπονητές του, παντρεύοντας την παράδοση (πολεμική τέχνη) με την εξέλιξη (άθλημα) σε ένα ζεστό και οικείο περιβάλλον. ","2579","Martial Arts School","http://shitoryugreece.com","1597","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/16508016_1359061000803796_5422362572591710197_n.jpg?oh=fec74feecd0ad410f5bab2c97e74c984&oe=5B010C9F","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/1896968_747275705315665_1055055984_n.jpg?oh=e6252f99a2f74e3ba0e13c9b167d9937&oe=5B36A972","shitoryugreece@gmail.com","+30 210 57.71.989","27 Filikon Str.","23.69669","38.00391",
"FUDOSHIN DOJO- ΝΕΑ ΣΜΥΡΝΗ","Αθήνα","ΝεαΣμύρνη","Πολεμικές τέχνες",,,"www.facebook.com/pages/Fudoshin-Dojo-Nea-Smyrni/418878931584131?sk=timeline","www.fudoshin.gr/","https://www.polemikes-tehnes.gr/pics/logos/b/201483017248327.jpg",,,,"fudoshin-greece@hotmail.com",,,,,,,,,"1401","418878931584131","Α. Σ. ""Εύξεινος Πόντος"" Νέας Σμύρνης - Fudoshin dojo, σχολή πολεμικών τεχνών: Aikido - Kendo - Iaido.Στο σύλλογο λειτουργεί και τμήμα Pilates. ","fudoshin.greece","https://www.facebook.com/fudoshin.greece/",,"0","Amateur Sports Team","http://www.fudoshin.gr","1401","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/10157353_621011078037581_138027222161309944_n.png?oh=176b7293a463d38ef66fbd27c6bc294e&oe=5B494895","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/16602035_808857099252977_3889274828044153548_o.jpg?oh=ed1c1c10b0d48f4982530f8d944763af&oe=5AFFB452","fudoshin-greece@hotmail.com","6944154050","Platia Vasileos Konstantinou 6",,,
"COLOSSEUM FIGHTING ARENA ΠΕΙΡΑΙΑΣ","Αθήνα","Πειραιάς","Πολεμικές τέχνες",,,"www.facebook.com/piraeuscolosseum.arena/timeline",,"https://www.polemikes-tehnes.gr/pics/logos/b/2015814134455842.jpg",,,,"stavrosstof@gmail.com",,,,,,,,,"1547","818322828283859",,"piraeuscolosseum.arena","https://www.facebook.com/piraeuscolosseum.arena/",,"4435","Stadium, Arena & Sports Venue","http://www.piraeuscolosseumfightingarena.com/","1547","https://scontent.xx.fbcdn.net/v/t1.0-1/c2.0.50.50/p50x50/11813296_818322938283848_8363192485664300892_n.jpg?oh=0f64c567c1892c80bc58f4db54024540&oe=5B052DD6","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/13497781_1003805663068907_6254138895941796713_o.jpg?oh=bbe99c19acdc79e754ff0cec31e38363&oe=5B0AB577","stavrosstof@gmail.com","2104221322","Omhridoy Skylitsh 14","23.6472301","37.9428596",
