School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile,Eidos,To publish
ΓΑΣ ΚΙΛΚΙΣ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,Αθλητισμός,Στίβος,,,,,21 ΙΟΥΝΙΟΥ 66,61100,23410 23320,,,,,,,,,omospondia,,,
ΓΑΣ Μ.ΑΛΕΞΑΝΔΡΟΣ ΓΙΑΝΝΙΤΣ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΓΙΑΝΝΙΤΣΑ,Αθλητισμός,Στίβος,,,,,Τ.Θ 8,58100,23820 23152,,,,,,,,,omospondia,,,
ΓΑΣ ΜΕΛΙΚΗ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΜΕΛΙΚΗ ΗΜΑΘΙΑΣ,Αθλητισμός,Στίβος,,,,,,59031,23310 81296,,,,,,,,,omospondia,,,
ΓΕ ΝΑΟΥΣΑΣ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΑΟΥΣΑ,Αθλητισμός,Στίβος,,,,,ΑΡΓΥΡΟΥΠΟΛΕΩΣ 18,59200,23320 29600,,,,,,,,,omospondia,,,
ΓΠΣ ΚΑΛΛΙΠΟΛΗ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΓΙΑΝΝΙΤΣΑ,Αθλητισμός,Στίβος,,,,,Κ.ΑΣΜΑΝΙΔΗ 21,58100,,,,,,,,,,omospondia,,,
ΓΣ ΕΔΕΣΣΑΣ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΕΔΕΣΣΑ,Αθλητισμός,Στίβος,,,,,ΚΑΙΣΑΡΕΙΑΣ 16,58200,,,,,,,,,,omospondia,,,
ΓΣ ΜΑΝΔΡΩΝ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΜΑΝΔΡΕΣ ΚΙΛΚΙΣ,Αθλητισμός,Στίβος,,,,,,61100,23410 41165,,,,,,,,,omospondia,,,
ΓΣ ΣΚΥΔΡΑΣ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΚΥΔΡΑ,Αθλητισμός,Στίβος,,,,,ΝΕΑ ΖΩΗ  ΤΘ 77,58500,,,,,,,,,,omospondia,,,
ΕΔΕΣΣΑΙΚΗ ΓΕ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΕΔΕΣΣΑ,Αθλητισμός,Στίβος,,,,,ΦΙΛΩΤΑ 26,58200,23810 26626,,,,,,,,,omospondia,,,
ΟΚΑ ΒΙΚΕΛΑΣ ΒΕΡΟΙΑΣ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΒΕΡΟΙΑ,Αθλητισμός,Στίβος,,,,,ΔΑΚ ΒΕΡΟΙΑΣ-ΣΤΑΔΙΟΥ 34,59100,,,,,,,,,,omospondia,,,
ΟΦΚΑ ΦΙΛΙΠΠΟΣ ΓΙΑΝΝΙΤΣΩΝ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΓΙΑΝΝΙΤΣΑ,Αθλητισμός,Στίβος,,,,,ΦΙΛΙΠΠΟΥ 38,58100,23820 21082,,,,,,,,,omospondia,,,
ΠΑΣ ΙΚΑΡΟΣ ΑΛΜΩΠΙΑΣ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΑΡΙΔΑΙΑ,Αθλητισμός,Στίβος,,,,,ΧΡΥΣ.ΣΜΥΡΝΗΣ 3,58400,23840 28024,,,,,,,,,omospondia,,,
ΠΑΣ ΦΛΑΜΟΥΡΙΑΣ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΦΛΑΜΟΥΡΙΑ ΕΔΕΣΣΗΣ,Αθλητισμός,Στίβος,,,,,Τ.Θ 154,58200,,,,,,,,,,omospondia,,,
ΦΕΣ ΣΚΥΔΡΑΣ Ο ΑΡΙΣΤΟΤΕΛΗΣ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΚΥΔΡΑ,Αθλητισμός,Στίβος,,,,,ΑΡΓΥΡΟΥΠΟΛΕΩΣ 6,58500,6973 238226,,,,,,,,,omospondia,,,
ΦΟ ΑΡΙΔΑΙΑΣ,ΕΑΣ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΑΡΙΔΑΙΑ,Αθλητισμός,Στίβος,,,,,ΛΕΩΦ.ΑΝΟΙΞΕΩΣ 21,58400,23840 22442,,,,,,,,,omospondia,,,
ΑΟ ΚΙΣΣΑΜΟΥ,ΕΑΣ ΚΡΗΤΗΣ,ΧΑΝΙΑ,Αθλητισμός,Στίβος,,,,,ΚΙΣΣΑΜΟΣ ΧΑΝΙΩΝ,73400,28220 23200,,,,,,,,,omospondia,,,
ΑΟ ΚΥΔΩΝ ΧΑΝΙΩΝ,ΕΑΣ ΚΡΗΤΗΣ,ΧΑΝΙΑ,Αθλητισμός,Στίβος,,,,,ΕΘΝΙΚΟ ΣΤΑΔΙΟ ΧΑΝΙΩΝ,73100,28210 45000,,,,,,,,,omospondia,,,
ΑΟ ΛΑΣΙΘΙΟΥ,ΕΑΣ ΚΡΗΤΗΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,Αθλητισμός,Στίβος,,,,,ΑΡΓΥΡΟΠΟΥΛΟΥ 6,72100,28410 26500,,,,,,,,,omospondia,,,
ΑΟ ΨΗΛΟΡΕΙΤΗΣ,ΕΑΣ ΚΡΗΤΗΣ,ΦΟΥΡΦΟΥΡΑΣ ΡΕΘΥΜΝΟΥ,Αθλητισμός,Στίβος,,,,,,17061,28330 41183,,,,,,,,,omospondia,,,
ΑΠΣ ΙΔΟΜΕΝΕΑΣ ΗΡΑΚΛΕΙΟΥ,ΕΑΣ ΚΡΗΤΗΣ,ΓΑΖΙ ΗΡΑΚΛΕΙΟΥ,Αθλητισμός,Στίβος,,,,,ΤΕΡΜΑ ΑΛΜΥΡΟΥ,71414,6945 803826,,,,,,,,,omospondia,,,
ΑΠΣ ΠΗΓΑΣΟΣ ΗΡΑΚΛΕΙΟΥ,ΕΑΣ ΚΡΗΤΗΣ,ΗΡΑΚΛΕΙΟ ΚΡΗΤΗΣ,Αθλητισμός,Στίβος,,,,,ΤΕΜΠΟΝΕΡΑ 10,71414,6932 188060,,,,,,,,,omospondia,,,
ΓΑΣ ΙΕΡΑΠΕΤΡΑΣ,ΕΑΣ ΚΡΗΤΗΣ,ΙΕΡΑΠΕΤΡΑ,Αθλητισμός,Στίβος,,,,,ΚΥΡΙΟ ΜΙΧΑΗΛ ΦΙΛΑΝΔΑΡΑΚΗ,72200,6984 121017,,,,,,,,,omospondia,,,
ΓΑΣ ΜΑΛΙΩΝ,ΕΑΣ ΚΡΗΤΗΣ,ΜΑΛΙΑ ΗΡΑΚΛΕΙΟΥ,Αθλητισμός,Στίβος,,,,,ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ ΑΜΠΕΛΙΑ,70007,28970 31441,,,,,,,,,omospondia,,,
ΓΑΣ ΠΕΡΑΜΑΤΟΣ ΜΥΛΟΠΟΤΑΜΟΥ,ΕΑΣ ΚΡΗΤΗΣ,ΠΕΡΑΜΑ ΜΥΛΟΠΟΤΑΜΟΥ,Αθλητισμός,Στίβος,,,,,Τ.Θ 1,74052,6947 358379,,,,,,,,,omospondia,,,
ΓΕ ΗΡΑΚΛΕΙΟΥ,ΕΑΣ ΚΡΗΤΗΣ,ΗΡΑΚΛΕΙΟ ΚΡΗΤΗΣ,Αθλητισμός,Στίβος,,,,,ΕΘΝΙΚΟ ΣΤΑΔΙΟ ΕΛΕΥΘΕΡΙΑΣ,71305,281O 259733,,,,,,,,,omospondia,,,
ΓΕ ΜΕΣΣΑΡΑΣ,ΕΑΣ ΚΡΗΤΗΣ,ΜΟΙΡΕΣ ΗΡΑΚΛΕΙΟΥ,Αθλητισμός,Στίβος,,,,,ΓΡ.ΛΑΜΠΡΑΚΗ 18(ΛΑΜΠΑΚΗ Λ),70400,28920 23471,,,,,,,,,omospondia,,,
ΓΣ ΒΙΤΣΕΝΤΖΟΣ ΚΟΡΝΑΡΟΣ,ΕΑΣ ΚΡΗΤΗΣ,ΣΗΤΕΙΑ,Αθλητισμός,Στίβος,,,,,Β.ΚΟΡΝΑΡΟΥ 9,72300,28430 26800,,,,,,,,,omospondia,,,
ΓΣ ΕΛΕΥΘ.ΒΕΝΙΖΕΛΟΣ,ΕΑΣ ΚΡΗΤΗΣ,ΧΑΝΙΑ,Αθλητισμός,Στίβος,,,,,ΑΝΔΡΕΑ ΠΑΠΑΝΔΡΕΟΥ 59,73131,28210 92036,,,,,,,,,omospondia,,,
ΓΣ ΙΕΡΑΠΕΤΡΑΣ Ο ΛΙΒΥΚΟΣ,ΕΑΣ ΚΡΗΤΗΣ,ΙΕΡΑΠΕΤΡΑ,Αθλητισμός,Στίβος,,,,,ΙΕΡΑΠΕΤΡΑ,72200,2842O 28756,,,,,,,,,omospondia,,,
ΓΣ ΡΕΘΥΜΝΗΣ,ΕΑΣ ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟ,Αθλητισμός,Στίβος,,,,,ΓΡΥΠΑΡΗ 3,74100,28310 55929,,,,,,,,,omospondia,,,
ΕΑ ΡΕΘΥΜΝΙΑΚΟΥ,ΕΑΣ ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟ,Αθλητισμός,Στίβος,,,,,ΠΡΕΒΕΛΑΚΗ 17,74100,28310 35225,,,,,,,,,omospondia,,,
ΕΠΩΝΥΜΙΑ,ΕΑΣ ΚΡΗΤΗΣ,ΠΟΛΗ,Αθλητισμός,Στίβος,,,,,ΔΙΕΥΘΥΝΣΗ,Τ.Κ.,ΤΗΛΕΦΩΝΟ,,,,,,,,,omospondia,,,
Ο.Φ.Η.,ΕΑΣ ΚΡΗΤΗΣ,ΗΡΑΚΛΕΙΟ ΚΡΗΤΗΣ,Αθλητισμός,Στίβος,,,,,ΤΘ 1169(ΠΛ.ΔΑΣΚΑΛΟΓΙΑΝΝΗ),71201,2810 283920,,,,,,,,,omospondia,,,
ΟΚΑ ΑΡΚΑΔΙ,ΕΑΣ ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟ,Αθλητισμός,Στίβος,,,,,ΤΘ 95,74100,2831O 71949,,,,,,,,,omospondia,,,
ΣΗΤΕΙΑΚΟΣ ΑΟ,ΕΑΣ ΚΡΗΤΗΣ,ΣΗΤΕΙΑ,Αθλητισμός,Στίβος,,,,,ΠΑΠΑΝΔΡΕΟΥ 5,72300,6970 392883,,,,,,,,,omospondia,,,
ΣΥΛ.ΜΑΡΑΘΩΝΟΔΡΟΜΩΝ ΚΡΗΤΗΣ,ΕΑΣ ΚΡΗΤΗΣ,ΗΡΑΚΛΕΙΟ ΚΡΗΤΗΣ,Αθλητισμός,Στίβος,,,,,ΕΑΚ ΗΡΑΚΛΕΙΟΥ ΧΑΝΙΟΠΟΡΤΑ,71304,2810 233641,,,,,,,,,omospondia,,,
ΑΜΣ ΦΙΛΩΤΙΟΥ ΝΑΞΟΥ ΖΕΥΣ,ΕΑΣ ΚΥΚΛΑΔΩΝ,ΦΙΛΩΤΙ ΝΑΞΟΥ,Αθλητισμός,Στίβος,,,,,,84302,22850 32742,,,,,,,,,omospondia,,,
ΑΝΔΡΙΑΚΟΣ ΟΦ,ΕΑΣ ΚΥΚΛΑΔΩΝ,ΑΝΔΡΟΣ,Αθλητισμός,Στίβος,,,,,,84500,22820 23373,,,,,,,,,omospondia,,,
ΑΟ ΜΥΚΟΝΟΥ,ΕΑΣ ΚΥΚΛΑΔΩΝ,ΜΥΚΟΝΟΣ,Αθλητισμός,Στίβος,,,,,ΤΘ 6067 (ΠΑΠΠΑΣ ΔΗΜ),84600,,,,,,,,,,omospondia,,,
ΑΟ ΠΑΡΟΥ,ΕΑΣ ΚΥΚΛΑΔΩΝ,ΠΑΡΟΣ,Αθλητισμός,Στίβος,,,,,ΠΑΡΟΙΚΙΑ,84400,,,,,,,,,,omospondia,,,
ΑΟ ΠΟΣΕΙΔΩΝΑΣ ΤΗΝΟΥ,ΕΑΣ ΚΥΚΛΑΔΩΝ,ΤΗΝΟΣ,Αθλητισμός,Στίβος,,,,,ΔΕΛΑΤΟΛΑ ΜΑΡΙΑ,84200,6932 482357,,,,,,,,,omospondia,,,
ΑΣ ΠΛ.ΜΗΛΟΥ ΙΕΡΑΞ 1960,ΕΑΣ ΚΥΚΛΑΔΩΝ,ΠΛΑΚΕΣ ΜΗΛΟΥ,Αθλητισμός,Στίβος,,,,,,84800,6974 461781,,,,,,,,,omospondia,,,
ΑΣ ΣΥΡΟΥ ΠΟΣΕΙΔΩΝ,ΕΑΣ ΚΥΚΛΑΔΩΝ,ΕΡΜΟΥΠΟΛΗ ΣΥΡΟΥ,Αθλητισμός,Στίβος,,,,,ΙΩΑΝ.ΠΕΤΡΟΚΟΚΚΙΝΟΥ 18,84100,,,,,,,,,,omospondia,,,
ΓΣ ΑΙΑΝΤΑΣ ΤΗΝΟΥ,ΕΑΣ ΚΥΚΛΑΔΩΝ,ΤΗΝΟΣ,Αθλητισμός,Στίβος,,,,,Λ.ΦΙΛΙΠΠΙΔΗ 1,54200,6932 263283,,,,,,,,,omospondia,,,
ΗΦΑΙΣΤΟΣ ΑΣ ΘΗΡΑΣ,ΕΑΣ ΚΥΚΛΑΔΩΝ,ΜΕΣΑΡΙΑ ΘΗΡΑΣ,Αθλητισμός,Στίβος,,,,,,84700,22860 24005,,,,,,,,,omospondia,,,
ΝΑΞΙΑΚΟΣ ΓΣ 2003,ΕΑΣ ΚΥΚΛΑΔΩΝ,ΝΑΞΟΣ,Αθλητισμός,Στίβος,,,,,,84300,,,,,,,,,,omospondia,,,
ΠΑΜΜΗΛΙΑΚΟΣ ΑΣ,ΕΑΣ ΚΥΚΛΑΔΩΝ,ΜΗΛΟΣ,Αθλητισμός,Στίβος,,,,,,84800,,,,,,,,,,omospondia,,,
ΠΑΝΑΞΙΑΚΟΣ ΑΟ,ΕΑΣ ΚΥΚΛΑΔΩΝ,ΝΑΞΟΣ,Αθλητισμός,Στίβος,,,,,,84300,22850 22239,,,,,,,,,omospondia,,,
ΑΕ ΛΕΣΒΟΥ ΚΑΛΛΟΝΗΣ ΓΣ,ΕΑΣ ΛΕΣΒΟΥ,ΜΥΤΙΛΗΝΗ,Αθλητισμός,Στίβος,,,,,ΒΕΝΙΖΕΛΟΥ 5,81100,,,,,,,,,,omospondia,,,
ΑΕ ΛΗΜΝΟΥ,ΕΑΣ ΛΕΣΒΟΥ,ΜΥΡΙΝΑ ΛΗΜΝΟΥ,Αθλητισμός,Στίβος,,,,,,81400,,,,,,,,,,omospondia,,,
ΑΛΚΑΙΟΣ ΓΣ,ΕΑΣ ΛΕΣΒΟΥ,ΠΑΓΑΝΗ ΜΥΤΙΛΗΝΗΣ,Αθλητισμός,Στίβος,,,,,,81100,,,,,,,,,,omospondia,,,
ΑΟ ΑΡΙΣΒΑΙΟΣ,ΕΑΣ ΛΕΣΒΟΥ,ΚΑΛΛΟΝΗ ΜΥΤΙΛΗΝΗΣ,Αθλητισμός,Στίβος,,,,,,81107,,,,,,,,,,omospondia,,,
ΑΟ ΗΦΑΙΣΤΕΙΑ,ΕΑΣ ΛΕΣΒΟΥ,ΛΗΜΝΟΣ,Αθλητισμός,Στίβος,,,,,ΚΟΝΤΟΠΟΥΛΙ ΛΗΜΝΟΥ,81401,,,,,,,,,,omospondia,,,
ΑΠΣ ΠΑΠΑΔΟΥ ΓΕΡΑΣ,ΕΑΣ ΛΕΣΒΟΥ,ΠΑΠΑΔΟΣ ΓΕΡΟΣ,Αθλητισμός,Στίβος,,,,,,81106,,,,,,,,,,omospondia,,,
ΑΣ ΑΘΛΟΚΙΝΗΣΗ ΜΥΤΙΛΗΝΗΣ,ΕΑΣ ΛΕΣΒΟΥ,ΜΥΤΙΛΗΝΗ,Αθλητισμός,Στίβος,,,,,ΑΓΙΟΥ ΕΥΣΤΡΑΤΙΟΥ 1,81100,,,,,,,,,,omospondia,,,
ΓΑΣ ΟΛΥΜΠΙΑΣ ΜΗΘΥΜΝΑΣ,ΕΑΣ ΛΕΣΒΟΥ,ΜΥΤΙΛΗΝΗ,Αθλητισμός,Στίβος,,,,,ΜΟΛΥΒΟΣ ΛΕΣΒΟΥ,81108,,,,,,,,,,omospondia,,,
ΓΣ ΑΡΙΩΝ ΜΥΤΙΛΗΝΗΣ,ΕΑΣ ΛΕΣΒΟΥ,ΜΥΤΙΛΗΝΗ,Αθλητισμός,Στίβος,,,,,ΠΛΑΤΑΙΩΝ 71,81100,22510 21773,,,,,,,,,omospondia,,,
ΦΙΛΑΘΛ.ΓΠΣ ΜΥΤΙΛΗΝΗΣ,ΕΑΣ ΛΕΣΒΟΥ,ΜΥΤΙΛΗΝΗ,Αθλητισμός,Στίβος,,,,,ΠΟΛΙΟΥ 22,81100,22510 43342,,,,,,,,,omospondia,,,
ΑΓΣ ΑΙΟΛΟΣ ΚΟΡΥΔΑΛΛΟΥ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΚΟΡΥΔΑΛΛΟΣ,Αθλητισμός,Στίβος,,,,,ΓΡΑΒΙΑΣ 12,18121,,,,,,,,,,omospondia,,,
ΑΓΣ ΕΡΜΗΣ ΠΕΡΙΣΤΕΡΙΟΥ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΠΕΡΙΣΤΕΡΙ,Αθλητισμός,Στίβος,,,,,ΑΜΥΝΤΟΡΟΣ 45,12135,,,,,,,,,,omospondia,,,
ΑΟ ΒΟΥΛΙΑΓΜΕΝΗΣ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΒΟΥΛΙΑΓΜΕΝΗ,Αθλητισμός,Στίβος,,,,,ΔΗΜΟΤΙΚΟ ΑΘΛΗΤ.ΚΕΝΤΡΟ,16671,,,,,,,,,,omospondia,,,
ΑΟ ΓΛΥΦΑΔΑΣ ΠΑΝΘΗΡΕΣ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΓΛΥΦΑΔΑ,Αθλητισμός,Στίβος,,,,,ΒΑΣ.ΤΣΙΤΣΑΝΗ 48,16675,,,,,,,,,,omospondia,,,
ΑΟ ΕΡΜΗΣ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΝΙΚΑΙΑ,Αθλητισμός,Στίβος,,,,,ΕΥΡΙΠΙΔΟΥ 111,15452,6937 101639,,,,,,,,,omospondia,,,
ΑΟ ΜΕΓΑΡΩΝ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΜΕΓΑΡΑ,Αθλητισμός,Στίβος,,,,,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 10,19100,22960 29029,,,,,,,,,omospondia,,,
ΑΟ ΝΕΩΝ ΑΡΓΥΡΟΥΠΟΛΗΣ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΡΓΥΡΟΥΠΟΛΗ,Αθλητισμός,Στίβος,,,,,ΑΘΛ.ΚΕΝΤΡΟ ΑΡΓΥΡΟΥΠΟΛΗΣ,16451,210 9928266,,,,,,,,,omospondia,,,
ΑΟ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΠΑΛΑΙΟ ΦΑΛΗΡΟ,Αθλητισμός,Στίβος,,,,,ΡΕΣΤΕΙΟ ΚΟΛΥΜΒΗΤΗΡΙΟ,17561,210 9817330,,,,,,,,,omospondia,,,
ΑΟ Σ.ΛΟΥΗΣ ΚΟΡ/ΛΟΥ ΝΙΚΑΙΑ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΝΙΚΑΙΑ,Αθλητισμός,Στίβος,,,,,ΟΛΥΜΠΟΥ 36Α,18454,210 4908259,,,,,,,,,omospondia,,,
ΑΟ ΣΑΛΑΜΙΝΑΣ ΑΣΚΗΣΗ-ΥΓΕΙΑ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΣΑΛΑΜΙΝΑ,Αθλητισμός,Στίβος,,,,,ΑΚΤΗ ΚΑΡΑΙΣΚΑΚΗ-ΛΟΥΚΑ 1,18900,6973 205230,,,,,,,,,omospondia,,,
ΑΟ ΦΙΛΟΘΕΗΣ ΜΑΓΟΥΛΑΣ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΜΑΓΟΥΛΑ ΑΤΤΙΚΗΣ,Αθλητισμός,Στίβος,,,,,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 12,19018,6937 170832,,,,,,,,,omospondia,,,
ΑΠΣ ΑΠΟΛΛΩΝ ΔΥΤ.ΑΤΤΙΚΗΣ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΙΓΑΛΕΩ,Αθλητισμός,Στίβος,,,,,ΜΝΗΣΙΚΛΕΟΥΣ 22,12243,,,,,,,,,,omospondia,,,
ΑΡΗΣ ΑΙΓΑΛΕΩ ΓΣ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΙΓΑΛΕΩ,Αθλητισμός,Στίβος,,,,,ΚΥΛΛΗΝΗΣ 9,12244,6946 292412,,,,,,,,,omospondia,,,
ΑΣ ΗΛΙΑΣ ΒΕΡΓΙΝΗΣ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΝΘΟΥΠΟΛΗ,Αθλητισμός,Στίβος,,,,,ΑΓΙΑΣ ΜΑΡΙΝΑΣ 9,12135,,,,,,,,,,omospondia,,,
ΑΣ ΧΑΤΖΗΚ/ΚΕΙΟΥ ΠOΣΕΙΔΩΝ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΠΕΙΡΑΙΑΣ,Αθλητισμός,Στίβος,,,,,ΗΡΟΔΟΤΟΥ 138,18539,210 4065210,,,,,,,,,omospondia,,,
ΓΑΣ ΚΑΜΑΤΕΡΟΥ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΚΑΜΑΤΕΡΟ,Αθλητισμός,Στίβος,,,,,ΚΑΛΑΒΡΥΤΩΝ  4,13451,210 2382527,,,,,,,,,omospondia,,,
ΓΕ ΠΟΡΟΥ ΤΡΟΙΖΗΝΙΑΣ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΠΟΡΟΣ ΤΡΟΙΖΗΝΙΑΣ,Αθλητισμός,Στίβος,,,,,ΜΗΤΡΟΠΟΛΕΩΣ 13 (ΓΚΙΩΝ Κ),18020,,,,,,,,,,omospondia,,,
ΓΝΟ ΑΡΗΣ ΝΙΚΑΙΑΣ-ΚΟΡΥΔΑΛ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΝΙΚΑΙΑ,Αθλητισμός,Στίβος,,,,,ΠΕΤΡΟΥ ΡΑΛΛΗ 131,18454,210 4920820,,,,,,,,,omospondia,,,
ΓΟ ΓΙΑΝΝΗ ΠΑΛΑΣΚΑ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΠΕΡΙΣΤΕΡΙ,Αθλητισμός,Στίβος,,,,,ΔΗΜΟΣΘΕΝΟΥΣ 12,12132,210 2611856,,,,,,,,,omospondia,,,
ΓΣ ΑΘΛΟΣ ΚΕΡΑΤΣΙΝΙ-ΔΡΑΠET,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΚΕΡΑΤΣΙΝΙ,Αθλητισμός,Στίβος,,,,,ΦΩΚΙΔΟΣ 7,18755,6983 030177,,,,,,,,,omospondia,,,
ΓΣ ΑΣΤΕΡΑΣ'90 ΑΙΓΑΛΕΩ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΙΓΑΛΕΩ,Αθλητισμός,Στίβος,,,,,ΤΟΜΠΑΖΗ 53,12243,,,,,,,,,,omospondia,,,
ΓΣ ΒΕΛΟΣ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΠΑΛΑΙΟ ΦΑΛΗΡΟ,Αθλητισμός,Στίβος,,,,,ΔΑΚ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,17510,6977 302359,,,,,,,,,omospondia,,,
ΓΣ ΓΛΥΦΑΔΑΣ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΓΛΥΦΑΔΑ,Αθλητισμός,Στίβος,,,,,ΑΓΑΜΕΜΝΩΝΟΣ 7,16674,210 9632994,,,,,,,,,omospondia,,,
ΓΣ ΕΡΜΗΣ ΕΛΕΥΣΙΝΑΣ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΕΛΕΥΣΙΝΑ,Αθλητισμός,Στίβος,,,,,ΚΟΥΓΙΟΥΜΤΖΟΓΛΟΥ 58,19200,6973 821865,,,,,,,,,omospondia,,,
ΓΣ ΕΡΜΗΣ ΙΛΙΟΥ,ΕΑΣ ΠΕΙΡΑΙΑ-ΝΟΤΙΟΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΙΛΙΟΝ,Αθλητισμός,Στίβος,,,,,ΗΓΟΥΜΕΝΙΤΣΗΣ 100,13123,6944 035984,,,,,,,,,omospondia,,,
