School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile,Eidos
Α.Σ. TAE-KWON-DO ΕΛΠΙΔΟΣ ΠΟΛΙΧΝΗΣ,Θεσσαλονίκη,ΠΑΝΟΡΑΜΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
Α.Σ. TAEKWONDO ΝΕΑ ΦΛΟΓΑ ΠΟΛΙΧΝΗΣ,Θεσσαλονίκη,ΠΑΝΟΡΑΜΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΠΗΓΑΣΟΣ ΠΟΛΙΧΝΗΣ,Θεσσαλονίκη,ΠΑΝΟΡΑΜΑ,Αθλητισμός,Στίβος,,,,,,,  2310 345530,,,,,,,,,,,
ΝΕΜΕΣΙΣ,Αθήνα,ΠΑΠΑΓΟΥ,Αθλητισμός,Τένις,,,,,,15669,210 6536862,,,,κ.ΒΑΡΥΠΑΤΗΣ ΣΠΥΡΟΣ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,,Αθλητικός Σύλλογος
Α.Σ. ΑΤΡΑΠΟΣ-ΧΑΛΑΝΔΡΙ,Αθήνα,Παπάγου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Polis Gym,Αθήνα,Πασαλιμάνι,Κλειστού Χώρου,PILATES,,https://www.facebook.com/pages/Satya/85725624445,http://satya.gr/main,,Γρ. Λαμπράκη 91,18534,,info@satya.gr,,,,,,,,wefit.gr,,
Corpus,Αθήνα,Χαλάνδρι,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/Chatzichronoglou/timeline,www.cfacademy.gr,http://www.fightsports.gr/wp-content/uploads/2016/04/Chatzichronoglou-Fight-Academy-CFA-logo.jpg,,,210 60 16 590,info@cfacademy.gr,,,,,,,,fightsports.gr,6973 045 289,
GROUPakia,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,MMA,,https://www.facebook.com/groups/129547844295/?fref=ts,www.crossgym.gr,http://www.fightsports.gr/wp-content/uploads/2014/05/cross-gym-mma-team-logo.jpg,,,210 41 38 321,nvalsamakis87@gmail.com,,,,,,,,fightsports.gr,6984 430 643,
Α.Σ. Φλόγα Ζωής Γαλατσιου,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
Α.Ε. ΠΥΛΑΙΑΣ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
Α.Ε.Σ. ΠΡΟΜΗΘΕΑΣ ΠΥΛΑΙΑΣ ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
Α.Μ.Ο. ΕΘΝΙΚΟΣ ΠΥΛΑΙΑΣ ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΑΙΟΛΟΣ ΠΥΛΑΙΑΣ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΑΝΑΤΟΛΙΚΟΣ ΠΥΛΑΙΑΣ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΑΙΟΛΟΣ ΠΥΛΑΙΑΣ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟ ΣΩΜΑΤΕΙΟ  ΜΠΟΥΝΤΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΑΝΑΤΟΛΙΚΟΣ ΠΥΛΑΙΑΣ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
Σ.Α.Α.Κ. ΑΝΑΤΟΛΙΑ,Αθήνα,ΠΕΙΡΑΙΑΣ,Κλειστού Χώρου,,,https://www.facebook.com/pages/%CE%A3%CF%8E%CE%BC%CE%B1-%CE%A6%CF%89%CF%82/151159394952950?ref=hl,http://www.phws.eu/index.php/en/,,Πραξιτέλους 179,18535,,mail@phws.eu,,,,,,,,wefit.gr,,
Tokaido Dojo,Αθήνα,ΠΕΙΡΑΙΑΣ,Κλειστού Χώρου,,,https://www.facebook.com/pages/%CE%93%CF%85%CE%BC%CE%BD%CE%B1%CF%83%CF%84%CE%AE%CF%81%CE%B9%CE%BF-%CE%94-Club-%CE%94%CE%B9%CE%BA%CE%B1%CE%AF%CE%BF%CF%82/498112743584880?fref=ts,,,Υψηλάντου 143-145,18535,,gym_dclub@yahoo.gr,,,,,,,,wefit.gr,,
Α.Γ.Σ. Πρωτέας,Αθήνα,ΠΕΙΡΑΙΑΣ,Κλειστού Χώρου,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Τσαμαδού 43 & Ευριπίδου,18532,,mchrysanthou@curves.com,,,,,,,,wefit.gr,,
ΔΑΣ Αραφήν,Αθήνα,ΠΕΙΡΑΙΑΣ,Κλειστού Χώρου,,,https://www.facebook.com/JoeWeiderGyms,http://www.joegyms.gr/,,ΓΡ.ΛΑΜΠΡΑΚΗ 87,18534,,,,,,,,,,wefit.gr,,
Α.Γ.Σ. Πρωτέας Ραφήνας,Αθήνα,ΠΕΙΡΑΙΑΣ,Κλειστού Χώρου,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Σπύρου Τρικούπη 79-83,18538,,,,,,,,,,wefit.gr,,
The Fight Corner,Αθήνα,ΠΕΙΡΑΙΑΣ,Κλειστού Χώρου,,,https://www.facebook.com/pages/%CE%93%CF%85%CE%BC%CE%BD%CE%B1%CF%83%CF%84%CE%AE%CF%81%CE%B9%CE%BF-%CE%94-Club-%CE%94%CE%B9%CE%BA%CE%B1%CE%AF%CE%BF%CF%82/498112743584880?fref=ts,,,Υψηλάντου 143-145,18535,,gym_dclub@yahoo.gr,,,,,,,,wefit.gr,,
Α.Σ. ΟΛΥΜΠΙΑΚΟ ΑΓΩΝΙΣΤΙΚΟ ΤΑΕΚΒΟΝΤΟ ΣΑΛΑΜΙΝΑΣ,Αθήνα,ΠΕΙΡΑΙΑΣ,Κλειστού Χώρου,CROSS FIT,,https://www.facebook.com/crossfitpiraeus?fref=ts,http://www.crossfitpiraeus.com/gym/,,Παπαστράτου 60 & Θερμοπυλών,18545,,team@boxpiraeus.gr,,,,,,,,wefit.gr,,
ΟΛΥΜΠΙΟΣ ΖΕΥΣ   ΟΜΙΛΟΣ ΦΙΛΩΝ ΑΘΛΗΤΙΣΜΟΥ,Αθήνα,ΠΕΙΡΑΙΑΣ,Θάλασσα,ΚΑΤΑΔΥΤΙΚΑ ΚΕΝΤΡΑ,,https://www.facebook.com/MediteranneanDiveCenter/timeline,http://www.pozidis.gr/,,Αλεξάνδρου Παπαναστασίου 95(πρωην Β.Παύλου),18533,,info@pozidis.gr,,,,,,,,wefit.gr,,
ΑΘΛ. ΣΥΛ.   ΣΕΠΟΛΙΩΝ «ΑΡΙΣΤΙΩΝ» ΤΑΕΚΒΟΝΤΟ,Αθήνα,ΠΕΙΡΑΙΑΣ,Αθλητισμός,Volley,,https://www.facebook.com/AtticaBeachVolleyClub,http://www.atticabeachvolley.com/,,Σ.Ε.Φ.(Ολυμπιακό Προπονητήριο Beach Volley),18547,,info@atticabeachvolley.gr,,,,,,,,wefit.gr,,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΑΤΤΙΚΗ ΔΥΝΑΜΗ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Karate,,https://www.facebook.com/JamaShotokanKarateDoPeiraiaCrossTraining/timeline,http://www.jamabox.gr/,,Αγίου Διονυσίου 12,18541,,,,,,,,,,wefit.gr,,
ΑΤΤΙΚΗ ΔΥΝΑΜΗ ΣΕΠΟΛΙΩΝ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,,,www.facebook.com/PiraeusEagleClaw/ ,www.eagleclaw.gr,https://www.polemikes-tehnes.gr/pics/logos/b/201781213925851.jpg,,,, ianastasiou@biol.uoa.gr ,,,,,,,,Polemikes-technes.gr,,
Α.Σ. Σεπολίων Αριστίων,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Karate,,www.facebook.com/karatepeiraias/,www.karatepeiraias.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2017723122513948.jpg,,,212 10 44 392, info@karatepeiraias.gr,,,,,,,,Polemikes-technes.gr,,
Α.Σ. ΑΣΤΕΡΑΣ ΣΙΝΔΟΥ ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,,,www.facebook.com/piraeuscolosseum.arena/timeline,,https://www.polemikes-tehnes.gr/pics/logos/b/2015814134455842.jpg,,,210 4221322, stavrosstof@gmail.com,,,,,,,,Polemikes-technes.gr,,
Μ.Π.Σ. ΟΡΦΕΑΣ ΣΟΥΡΩΤΗΣ ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Karate,,https://www.facebook.com/Kick-Boxing-Center-Sport-Club-Pireaus-906443592857292/,,http://www.fightsports.gr/wp-content/uploads/2017/10/sport-club-piraeus-logo.jpg,,,,amitisteam21@gmail.com,,,,,,,,fightsports.gr,6946 729 523,
ΑΣ Αίολος Φυλής,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/piraeuscolosseum.arena,www.piraeuscolosseumfightingarena.com,http://www.fightsports.gr/wp-content/uploads/2014/02/293380_107045552735688_594066346_n.jpg,,,210 42 21 322,stavrosstof@gmail.com,,,,,,,,fightsports.gr,6932 567 063 - 6945 024 958,
Α.Σ. ΤΑΕ-ΚΒΟ-ΝΤΟ ΜΥΡΚΕΥΣ ΣΠΑΤΩΝ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Karate,,https://www.facebook.com/karatepeiraias,www.karatepeiraias.gr,http://www.fightsports.gr/wp-content/uploads/2015/09/karate-peiraias-logo.jpg,,,2121 044 392,info@karatepeiraias.gr,,,,,,,,fightsports.gr,6944 214 589,
"ΑΣ Σπάτων ""Γαία""",Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/pages/Talent-boxing-academy/1714302302130726?fref=ts,,http://www.fightsports.gr/wp-content/uploads/2015/08/talent-boxing-academy-new-logo.jpg,,,,makis802009@hotmail.com,,,,,,,,fightsports.gr,6944 891 688,
ΕΑΟ Σπάτων,Αθήνα,ΠΕΙΡΑΙΑΣ,Κλειστού Χώρου,,,https://www.facebook.com/SliceGym,http://www.slicegym.gr/,,Ακτή Θεμιστοκλέους 74,18537,,info@slicegym.gr,,,,,,,,wefit.gr,,
Αθλητικός Όμιλος Σπετσών Kickboxing,Θεσσαλονίκη,Περαία,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
Ε.Ο. ΣΤΑΥΡΟΥΠΟΛΗΣ,Θεσσαλονίκη,Περαία,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΩΜΑΤΕΙΟ ΗΦΑΙΣΤΟΣ,Θεσσαλονίκη,Περαία,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Ε.Ο. ΣΤΑΥΡΟΥΠΟΛΗΣ,Θεσσαλονίκη,Περαία,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΠΑΟ Κουκακίου,Αθήνα,ΠΕΡΑΜΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
ΒΥΖΑΝΤΙΝΟΣ Α.Ο.,Αθήνα,ΠΕΡΑΜΑ,Κλειστού Χώρου,,,https://www.facebook.com/thegym.rozalena,,,Λεωφόρο Δημοκρατίας 169,18863,,thegym_rl@yahoo.gr,,,,,,,,wefit.gr,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕ ΚΒΟ ΝΤΟ ΝΕΑΠΟΛΕΩΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Αθήνα,ΠΕΡΑΜΑ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Tae-Kwon-Do-Ermis-Peramatos/104136069714527?sk=timeline,http://as-ermis-peramatos.blogspot.gr/,,Λεωφόρο Ειρήνης 249,18863,,xatzo80@yahoo.gr,,,,,,,,wefit.gr,,Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΑΕΤΟΙ ΜΑΚΕΔΟΝΙΑΣ & δ.τ. ΑΣ ΤΑΕΚΒΟΝΤΟ ΑΕΤΟΙ,Αθήνα,ΠΕΡΑΜΑ,Κλειστού Χώρου,,,https://www.facebook.com/active.gym.14?ref=ts&fref=ts,,,Φαναρακίου 116,18863,,activegym@hotmail.gr,,,,,,,,wefit.gr,,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΔΙΑΣ ΣΥΚΕΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ,Αθήνα,ΠΕΡΑΜΑ,ΠΟΔΟΣΦΑΙΡΟ,Ποδόσφαιρο,,https://www.facebook.com/neoikonio.fairplay?fref=ts,,,Παντελή Νικολαίδη,18863,,aoneoikonio2004@gmail.com,,,,,,,,wefit.gr,,
Α.Σ. ΤΑΕ ΚΒΟ ΝΤΟ ΝΕΑΠΟΛΕΩΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Αθήνα,ΠΕΡΑΜΑ,Πολεμικές τέχνες,,,https://www.facebook.com/neoikonio.fairplay?fref=ts,,,Παντελή Νικολαίδη,18863,,aoneoikonio2004@gmail.com,,,,,,,,wefit.gr,,Αθλητικός Σύλλογος
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΑΕΤΟΙ ΜΑΚΕΔΟΝΙΑΣ & δ.τ. ΑΣ ΤΑΕΚΒΟΝΤΟ ΑΕΤΟΙ,Αθήνα,ΠΕΡΑΜΑ,Πολεμικές τέχνες,,,www.facebook.com/peramaboxing,,https://www.polemikes-tehnes.gr/pics/logos/b/2016871869996.jpg,,,, ,,,,,,,,Polemikes-technes.gr,,
ΠΑΝΑΘΛΗΤΙΚΟΣ Σ.Φ. ΣΥΚΕΩΝ,Αθήνα,Πέραμα,Πολεμικές τέχνες,Sanda,,https://www.facebook.com/Fight-academy-Peramatos-704727849628832/,,http://www.fightsports.gr/wp-content/uploads/2017/11/Fight-Academy-Peramatos-logo.jpg,,,,info@fightacademyperamatos.gr,,,,,,,,fightsports.gr,6978 756 464,
PLAY & FLY,Αθήνα,Πέραμα,Πολεμικές τέχνες,Παγκράτιο,,https://www.facebook.com/groups/210094989010495/,www.jjblackknights.com,http://www.fightsports.gr/wp-content/uploads/2016/04/black-knights-logo.jpg,,,2130 407 025,morfis.karnesis@gmail.com,,,,,,,,fightsports.gr,6979 772 036,
ΑΕΚ,Αθήνα,περιοχή Ευκαρπίδη,Πολεμικές τέχνες,,,www.facebook.com/olimpios.maxitis,,https://www.polemikes-tehnes.gr/pics/logos/b/2016810112113283.jpg,,,, olimpiosmaxitis@hotmail.com,,,,,,,,Polemikes-technes.gr,,
Yoga Balance & Pilates Shala,Αθήνα,Ν. Ιωνια,Πολεμικές τέχνες,Aikido,,,www.aikidogreece.gr,https://www.polemikes-tehnes.gr/pics/logos/b/61.jpg,,,210-2794329, info@aikidogreece.gr,,,,,,,,Polemikes-technes.gr,,
Bodyfit,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
the Concept-Ταύρου,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Tiger Muay Thai Boran Camp,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Tenchikan,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Ωδείο Τούμπας,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Ε. ΕΛΠΙΔΑ ΤΟΥΜΠΑΣ  ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
ΑΟΟ ΠΡΟΟΔΕΥΤΙΚΗ ΑΝΩ ΤΟΥΜΠΑΣ  ΝΕΟ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΕΝΩΣΗ ΤΟΥΜΠΑΣ A.Σ.,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
Μ.Ε.Ν.Τ.,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
Α.Γ.Σ. ΗΡΑΚΛΗΣ ΑΝΩ ΤΟΥΜΠΑΣ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕ-ΚΒΟΝ-ΝΤΟ ΑΤΡΩΤΟΣ ΜΑΧΗΤΗΣ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΟΛΥΜΠΙΑΔΑ 2000,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Όμιλος
ΠΑΛΜΟΣ ΑΣ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,,,https://www.facebook.com/AsAtlantasPeristeriou,http://www.as-atlantas.gr/,,Κωνσταντινουπόλεως 87 & Αρκαδίου 89,13134,,atlas_peristeriou@yahoo.gr,,,,,,,,wefit.gr,,Αθλητικός Σύλλογος
ΕΝΩΣΗ ΤΟΥΜΠΑΣ A.Σ.,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,http://www.taekwondogreece.gr/kickboxing/index.php,,Σαραντοπόρου 62,12131,,parasidis.kirakios@gmail.com,,,,,,,,wefit.gr,,Αθλητικός Σύλλογος
Π.Α.Ο.Κ. ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,ΠΟΛΥΧΩΡΟΣ,,,,http://www.taekwondogreece.gr/kickboxing/index.php,,Σαραντοπόρου 62,12131,,parasidis.kirakios@gmail.com,,,,,,,,wefit.gr,,
Α.Σ. ΟΙ ΚΟΥΡΗΤΕΣ-ΑΛΕΞΑΝΔΡΟΣ ΠΕΤΡΟΥ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Κλειστού Χώρου,YOGA,,https://www.facebook.com/HOTASHRAMyogastudio,http://www.hotashram.gr/,,Αρκαδίας 31 & 25ης Μαρτίου 83,12132,,info@hotashram.gr,,,,,,,,wefit.gr,,
Μ.Α.Σ. ΑΤΡΟΜΗΤΟΣ ΤΡΙΑΔΙΟΥ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Κλειστού Χώρου,,,https://www.facebook.com/planet.peristeri,http://planetfitness.gr/clubs/peristeri/,,Φαναρίου 3,12133,,,,,,,,,,wefit.gr,,
Α.Π.Σ. ΑΧΙΛΛΕΑΣ ΤΡΙΑΝΔΡΙΑΣ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Κλειστού Χώρου,PILATES,,https://www.facebook.com/gkinetics,http://www.g-kinetics.gr/,,Πάναγνη Τσαλδάρη 44,12134,,info@g-kinetics.gr,,,,,,,,wefit.gr,,
ΑΣ ΝΙΚΗΦΟΡΟΣ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,,,https://www.facebook.com/peristeridojoclub,http://dojoclub.gr/find/,,Αγ.Βασιλείου 196,12137,,dojoclubgr@gmail.com,,,,,,,,wefit.gr,,
ΠΑΚ ΟΛΥΜΠΙΑΔΑ ΘΕΣ/ΝΙΚΗΣ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Κλειστού Χώρου,,,https://www.facebook.com/smilestudios,http://www.smilestudios.gr/,,Μεσολογγίου 54,12134,,smilestudios@smilestudios.gr,,,,,,,,wefit.gr,,
ΑΘΛΗΤΙΚΟ ΣΩΜΑΤΕΙΟ ΤΑΕΚΒΟΝΤΟ ΣΑΡΙΣΑ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,,,https://www.facebook.com/shaolinperisteri,http://www.shaolin.com.gr/,,Αγίου Πέτρου 25,12135,,alexop_n@yahoo.gr,,,,,,,,wefit.gr,,
Μ.Α.Σ. ΕΣΠΕΡΟΣ ΘΕΡΜΗΣ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Θάλασσα,ΘΑΛΑΣΣΙΑ ΣΠΟΡ,,https://www.facebook.com/pandanaporta/timeline,http://ashtangayogaathens.com/,,25ης Μαρτίου 68 & Κουντουριώτου 32,12132,,info@ashtangayogaathens.com,,,,,,,,wefit.gr,,
Α.Ο. ΑΜΥΝΤΑΣ ΥΜΗΤΤΟΥ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Muay-Thai-Plexousakis-camp/155684337914541?sk=timeline,,,Εθνάρχη Μακαρίου 31,12131,,plextheking@hotmail.com,,,,,,,,wefit.gr,,
TENJIN DOJO ATHENS,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Krav Maga,,m.facebook.com/KravMagaHellasFederationHkmf/,kravmagahellas.com,https://www.polemikes-tehnes.gr/pics/logos/b/2017822142542436.jpg,,,2155 305027, papavlachopoulos@kravmagahellas.com,,,,,,,,Polemikes-technes.gr,,
ΑΘΛΗΤΙΚΟ ΣΩΜΑΤΕΙΟ ΑΡΙΩΝ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,,,www.facebook.com/%CE%91%CE%BA%CE%B1%CE%B4%CE%B7%CE%BC%CE%AF%CE%B1-%CE%A0%CE%BF%CE%BB%CE%B5%CE%BC%CE%B9%CE%BA%CF%8E%CE%BD-%CE%A4%CE%B5%CF%87%CE%BD%CF%8E%CE%BD-%CE%91%CF%85%CF%84%CE%BF%CF%80%CF%81%CE%BF%CF%83%CF%84%CE%B1%CF%83%CE%AF%CE%B1%CF%82-%CE%,,https://www.polemikes-tehnes.gr/pics/logos/b/2018030155910815.jpg,,,, koeikankarategreece@yahoo.com,,,,,,,,Polemikes-technes.gr,,
HOT YOGA,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,,,www.facebook.com/shitoryuyoshukandojo?fref=ts,shitoryugreece.com,https://www.polemikes-tehnes.gr/pics/logos/b/2018015125715591.jpg,,,2105771989, shitoryugreece@gmail.com ,,,,,,,,Polemikes-technes.gr,,
Α.Σ. ΑΕΤΟΣ ΦΙΛΥΡΟΥ  ΝΕΟ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,,,www.facebook.com/groups/109330209089878/?hc_location=stream,,https://www.polemikes-tehnes.gr/pics/logos/b/201343183137115.jpg,,,, fitnes.life@yahoo.gr,,,,,,,,Polemikes-technes.gr,,
ΓΥΜΝΑΣΤΙΚΟΣ   ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΑΝΩ ΛΙΟΣΙΩΝ «ΦΛΟΓΑ ΠΡΩΤΑΘΛΗΤΩΝ»,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Krav Maga,,www.facebook.com/pages/Krav-Maga-Peristeri-IKMF/398560563506087,www.kravmagaperisteri.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2015211225046440.jpg,,,, kravmagaperisteri@hotmail.com,,,,,,,,Polemikes-technes.gr,,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΧΑΪΔΑΡΙΟΥ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Judo,,https://www.facebook.com/bjjpirateshq/,,http://www.fightsports.gr/wp-content/uploads/2017/12/pirates-headquarters-logo.jpg,,,,phaedrav@gmail.com,,,,,,,,fightsports.gr,6980 491 497,
Α.Σ. ΑΙΟΛΟΣ (ΑΘΗΝΑ),Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Krav Maga,,https://www.facebook.com/KravMagaHellasFederationHkmf/,www.kravmagahellas.com,http://www.fightsports.gr/wp-content/uploads/2017/11/hellenic-krav-maga-federation-logo.jpg,,,2155 305 027,info@kravmagahellas.com,,,,,,,,fightsports.gr,6978 797 194,
ΑΟ ΘΡΙΑΜΒΟΣ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%A3%CF%8D%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%9F-%CE%9A%CF%85%CF%81%CE%AF%CE%B1%CF%81%CF%87%CE%BF%CF%82-%CE%A4he-Master--1035033113282989/,,http://www.fightsports.gr/wp-content/uploads/2016/11/areti-mastrodouka-logo.jpg,,,210 57 48 343,areti.mastrodouka@gmail.com,,,,,,,,fightsports.gr,6936 701 015,Αθλητικός Σύλλογος
ΑΟ ΠΗΓΑΣΟΣ ΧΑΪΔΑΡΙΟΥ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/taekwodokickboxing/,,http://www.fightsports.gr/wp-content/uploads/2016/10/parasidis-logo.jpg,,,210 57 54 640,,,,,,,,,fightsports.gr,6945 242 388,Αθλητικός Σύλλογος
