School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile
Αθλητικός Σύλλογος Καράτε «Αρμονία»,Αθήνα,Μαρούσι,Πολεμικές τέχνες,Karate,,https://www.facebook.com/karatewayoaka,,http://www.fightsports.gr/wp-content/uploads/2013/11/karateway_oaka.png,,,210 80 53 202,,,,,,,,,fightsports.gr,6946 754 570
Αθλητικός Σύλλογος Καράτε «Ο δρόμος της Ειρήνης»,Αθήνα,Μαρούσι,Πολεμικές τέχνες,Karate,,https://www.facebook.com/pages/karate/161285983021?sk=timeline&ref=page_internal,,http://www.fightsports.gr/wp-content/uploads/2013/12/rachoutis-kataxwrisi-amarousiou.jpg,,,210 80 53 202,,,,,,,,,fightsports.gr,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΚΑΡΑΤΕ ΚΕΡΑΤΣΙΝΙΟΥ ΝΗΣΙΖΑ,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CE%BF%CF%82-%CE%A3%CF%85%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%9A%CE%B1%CF%81%CE%B1%CF%84%CE%B5-%CE%9A%CE%B5%CF%81%CE%B1%CF%84%CF%83%CE%B9%CE%BD%CE%B9%CE%BF%CF%85-%CE%9D%CE%B7%CF%83%CE%B9%CE%B6%CE%B1/288968941228360,,,Αντώνιου Γιαννούρη 1,18758,,,,,,,,,,wefit.gr,
Αθλητικός Σύλλογος Κυναίγειρος,Αθήνα,Νέα Σμύρνη,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/vpanagiotopoulos/,www.askynaigeiros.gr,http://www.fightsports.gr/wp-content/uploads/2017/12/kinegiros-logo.jpg,,,210 93 34 040,v.panagiotopoulostkd@gmail.com,,,,,,,,fightsports.gr,6940 786 680
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΛΕΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
Αθλητικός Σύλλογος Μαχητικών Αθλημάτων Αίγινας,Αθήνα,Αίγινα,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/%CE%91%CE%A3-%CE%9C%CE%B1%CF%87%CE%B7%CF%84%CE%B9%CE%BA%CF%8E%CE%BD-%CE%B1%CE%B8%CE%BB%CE%B7%CE%BC%CE%AC%CF%84%CF%89%CE%BD-%CE%91%CE%AF%CE%B3%CE%B9%CE%BD%CE%B1%CF%82-285985861789436/,,http://www.fightsports.gr/wp-content/uploads/2017/11/machitikon-athlimaton-aigina-logo.jpg,,,,slmkikko@gmail.com,,,,,,,,fightsports.gr,6942 902 749
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΜΑΧΗΤΙΚΩΝ ΤΕΧΝΩΝ ΚΑΡΑΤΕ JU- JITSU ΡΕΘΥΜΝΟΥ,,,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/29.jpg,,,,,,,,,,,,Polemikes-technes.gr,
Αθλητικός Σύλλογος Μαχητικών Τεχνών ΛΥΚΑΒΑΣ,Αθήνα,Πετράλωνα,Πολεμικές τέχνες,Judo,,https://www.facebook.com/groups/lykavas/?fref=nf,,http://www.fightsports.gr/wp-content/uploads/2017/10/lykavas-logo.jpg,,,210 34 11 110,,,,,,,,,fightsports.gr,6932 568 059
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΝΕΑΠΟΛΗΣ ΜΑΚΕΔΟΝΙΚΗ ΔΥΝΑΜΗ,Θεσσαλονίκη,Νεάπολη,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΝΕΜΕΣΙΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,ΧΑΡΙΛΑΟΥ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
Αθλητικός Σύλλογος Οδυσσέας,Αθήνα,,Πολεμικές τέχνες,Karate,,https://www.facebook.com/%CE%91%CE%A3-%CE%9A%CE%B1%CF%81%CE%AC%CF%84%CE%B5-%CE%9F%CE%94%CE%A5%CE%A3%CE%A3%CE%95%CE%91%CE%A3-Karate-Club-ODYSSEAS-167082360055360/,www.asodysseas.gr,http://www.fightsports.gr/wp-content/uploads/2012/11/xenos-soubasaki.jpg,,,210 50 62 738 - 2130 434 220,asodysseas@yahoo.gr,,,,,,,,fightsports.gr,6945 378 271 - 6932 136 569
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΟΛΥΜΠΙΑΔΑ 2000,Θεσσαλονίκη,Τούμπα,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
Αθλητικός Σύλλογος Πάνθηρες,Αθήνα,Νέο Ηράκλειο,Πολεμικές τέχνες,Karate,,https://www.facebook.com/%CE%91%CE%A3%CE%A0%CE%AC%CE%BD%CE%B8%CE%B7%CF%81%CE%B5%CF%82-kick-boxing-Bilas-team-849668141821082/,,http://www.fightsports.gr/wp-content/uploads/2017/01/a.s-panthires-logo.jpg,,,,panthires.greece@gmail.com,,,,,,,,fightsports.gr,6951 231 213
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΠΑΠΑΓΟΥΝ,Αθήνα,ΠΑΠΑΓΟΥ,Αθλητισμός,Τένις,,,,,,15669,210 6536862,,,,κ.ΒΑΡΥΠΑΤΗΣ ΣΠΥΡΟΣ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΠΕΡΑ,Αθήνα,Π. ΦΑΛΗΡΟ,Αθλητισμός,Τένις,,,,,,17561,210 9825015,,,,κα.ΑΓΡΟΤΟΥ ΣΤΕΛΛΑ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΠΕΡΣΕΑΣ,Θεσσαλονίκη,,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕ ΚΒΟ ΝΤΟ ΝΕΑΠΟΛΕΩΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,Συκιές,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕ ΚΒΟΝ ΝΤΟ ΕΥΟΣΜΟΣ,Θεσσαλονίκη,ΕΥΟΣΜΟΣ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕ-ΚΒΟΝ-ΝΤΟ ΑΤΡΩΤΟΣ ΜΑΧΗΤΗΣ,Θεσσαλονίκη,Τούμπα,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕ-ΚΒΟΝ-ΝΤΟ Μ.ΑΛΕΞΑΝΔΡΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΑΕΤΟΙ ΜΑΚΕΔΟΝΙΑΣ & δ.τ. ΑΣ ΤΑΕΚΒΟΝΤΟ ΑΕΤΟΙ,Θεσσαλονίκη,Συκιές,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΑΘΛΗΤΗΣ,Θεσσαλονίκη,Περαία,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΑΘΛΟΦΟΡΟΣ,Θεσσαλονίκη,,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΔΑΝΑΟΣ ΩΡΑΙΟΚΑΣΤΡΟΥ,Θεσσαλονίκη,ΩΡΑΙΟΚΑΣΤΡΟ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΔΙΑΣ ΣΥΚΕΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΚΑΛΑΜΑΡΙΑΣ ΘΕΣ/ΝΙΚΗΣ,Θεσσαλονίκη,ΚΑΛΑΜΑΡΙΑ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΜΑΚΕΔΟΝΙΚΗ ΑΣΠΙΔΑ ΚΟΥΦΑΛΙΩΝ,Θεσσαλονίκη,ΚΟΥΦΑΛΙΑ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΜΕΝΕΜΕΝΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,ΜΕΝΕΜΕΝΗ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΠΑΝΟΡΑΜΑΤΟΣ,Θεσσαλονίκη,ΠΑΝΟΡΑΜΑ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΙΤΑΝΕΣ ΑΜΠΕΛΟΚΗΠΩΝ,Θεσσαλονίκη,ΑΜΠΕΛΟΚΗΠΟΙ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
Αθλητικός Σύλλογος ΦΟΙΝΙΞ,Αθήνα,Άγιος Δημήτριος,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/TAE-KWON-DO-Foinix-215474698608355/,,http://www.fightsports.gr/wp-content/uploads/2017/11/foinix-logo.png,,,210 98 14 149,panosperg21@gmail.com,,,,,,,,fightsports.gr,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΦΩΚΕΑΣ,Αθήνα,Πλατεία Παναγούλη (Άνω Καλαμάκι),Πολεμικές τέχνες,,,www.facebook.com/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%A3%CF%8D%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%A6%CF%89%CE%BA%CE%AD%CE%B1%CF%82-742095895812269/,www.fokeas.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/20178212241431.jpg,,,2118000705, info@fokeas.gr,,,,,,,,Polemikes-technes.gr,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΧΑΡΙΛΑΟΥ ΑΛΚΙΜΟΣ,Θεσσαλονίκη,,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΩΜΑΤΕΙΟ ΗΦΑΙΣΤΟΣ,Θεσσαλονίκη,ΣΤΑΥΡΟΥΠΟΛΗ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΟΚΙΝΗΣΗ Χαλανδρίου,Αθήνα,ΧΑΛΑΝΔΡΙ,Αθλητισμός,ΡΥΘΜΙΚΗ - ΕΝΟΡΓΑΝΗ,,https://www.facebook.com/pages/Athlokinisi/441081002638727?fref=ts,http://www.athlokinisi.com.gr/,,Λεωφόρος Πεντέλης 150,15233,,athlokinisi@hotmail.com,,,,,,,,wefit.gr,
ΑΘΛΟΣ Gym,Αθήνα,ΗΛΙΟΥΠΟΛΗ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/pages/Athlos-gym/1435860286652335?fref=ts,http://www.athlos-gym.gr/,,Ηρως Kωνσταντοπούλου 27,16346,,info@athlos-gym.gr,,,,,,,,wefit.gr,
ΑΙΑΣ Χολαργού,Αθήνα,Χολαργός,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/%CE%91%CE%99%CE%91%CE%A3-%CE%A7%CE%BF%CE%BB%CE%B1%CF%81%CE%B3%CE%BF%CF%85-1109921375726304/,,http://www.fightsports.gr/wp-content/uploads/2018/01/aias-team-gad-logo.jpg,,,,gadnikos@gmail.com,,,,,,,,fightsports.gr,6977 961 939
ΑΙΟΛΟΣ,Αθήνα,Ν. Κόσμος,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,
ΑΙΟΛΟΣ ΜΑΚΕΔΟΝΙΑΣ ΓΕΠΘ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,  2310 917063,,,,,,,,,,
ΑΚ Ζωγράφου,Αθήνα,Γουδί,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΚΑΔΗΜΙΑ AIKIDO KOBAYASHI HIROKAZU RYU,Αθήνα,ΓΕΡΑΚΑΣ,Πολεμικές τέχνες,,,www.facebook.com/AikidoKobayashiRyuHellas/,,https://www.polemikes-tehnes.gr/pics/logos/b/2017109184146323.png,,,6986213701, aikido.kobayashi.hellas@gmail.com,,,,,,,,Polemikes-technes.gr,
ΑΚΑΔΗΜΙΑ GREEK MARTIAL ARTS,Κέρκυρα,,Πολεμικές τέχνες,,,www.facebook.com/GreekMartialArts,www.greek-martial-arts.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2013815131056845.jpg,,,26610 23581, greekmartialarts@gmail.com,,,,,,,,Polemikes-technes.gr,
ΑΚΑΔΗΜΙΑ ΒΟΛΕΪ ΟΛΥΜΠΟΣ,Θεσσαλονίκη,Ελευθέριο Κορδελιό,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΚΑΔΗΜΙΑ ΒΟΛΕΪ ΟΛΥΜΠΟΣ,Θεσσαλονίκη,Ελευθέριο Κορδελιό,Αθλητισμός,Volley,,,,,,,,,,,,,,,2015,,
ΑΚΑΔΗΜΙΑ ΕΞΕΛΙΓΜΕΝΩΝ ΜΑΧΗΤΙΚΩΝ ΤΕΧΝΩΝ,Αθήνα,Νέα Φιλαδέλφεια,Πολεμικές τέχνες,,,www.facebook.com/pmahellas,pmahellas.com/,https://www.polemikes-tehnes.gr/pics/logos/b/2014112419159216.jpg,,,210-2587055, info@pmahellas.com,,,,,,,,Polemikes-technes.gr,
Ακαδημία Μαχητικών Τεχνών ΑΘΛΟΠΟΛΙΣ,,,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/36.jpg,,,,,,,,,,,,Polemikes-technes.gr,
ΑΚΑΔΗΜΙΑ ΜΑΧΗΤΙΚΩΝ ΤΕΧΝΩΝ ΙΧΩΡ,Βόλος,,Πολεμικές τέχνες,,,www.facebook.com/groups/331439860229948/photos/#!/groups/331439860229948/,www.okikukai.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2013128181245257.jpg,,,2421402657," info@okikukai.gr, migrigoris@yahoo.gr",,,,,,,,Polemikes-technes.gr,
Ακαδημία Ποδοσφαίρου ΚΩΦΙΔΗΣ - ΑΣΤΕΡΙΑ,Θεσσαλονίκη,,Αθλητισμός,Ποδόσφαιρο,none,https://www.facebook.com/asasteria/,,,,,,,,,,,,,,,
"ΑΚΑΔΗΜΙΑ ΠΟΛΕΜΙΚΩΝ ΤΕΧΝΩΝ ""ΜΕΓΑΣ ΑΛΕΞΑΝΔΡΟΣ''",Αθήνα,ΑΙΓΑΛΕΩ,Πολεμικές τέχνες,,,https://www.facebook.com/groups/58826982672/,http://megasalexandros-club.blogspot.gr/2010/11/blog-post_24.html,,Μάκρης 37,12241,,,,,,,,,,wefit.gr,
ΑΚΑΔΗΜΙΑ ΠΟΛΕΜΙΚΩΝ ΤΕΧΝΩΝ ΑΥΤΟΠΡΟΣΤΑΣΙΑΣ-ΑΥΤΟΑΜΥΝΑΣ ΠΕΡΙΣΤΕΡΙΟΥ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,,,www.facebook.com/%CE%91%CE%BA%CE%B1%CE%B4%CE%B7%CE%BC%CE%AF%CE%B1-%CE%A0%CE%BF%CE%BB%CE%B5%CE%BC%CE%B9%CE%BA%CF%8E%CE%BD-%CE%A4%CE%B5%CF%87%CE%BD%CF%8E%CE%BD-%CE%91%CF%85%CF%84%CE%BF%CF%80%CF%81%CE%BF%CF%83%CF%84%CE%B1%CF%83%CE%AF%CE%B1%CF%82-%CE%,,https://www.polemikes-tehnes.gr/pics/logos/b/2018030155910815.jpg,,,, koeikankarategreece@yahoo.com,,,,,,,,Polemikes-technes.gr,
Ακαδημία Στίβου ΓΣ Μακεδών Θεσσαλονίκης,Θεσσαλονίκη,,Αθλητισμός,Στίβος,none,https://www.facebook.com/gsmakedon/,,,,,,,,,,,,,,,
ΑΚΑΔΗΜΙΑ ΤΟΞΟΒΟΛΙΑΣ,Αθήνα,ΓΛΥΦΑΔΑ,,ΤΟΞΟΒΟΛΙΑ,,https://www.facebook.com/AkademiaToxobolias/timeline,http://www.fightway.gr/texnes/toxovolia,,Στοργής 2,16674,,archery.academy.greece@gmail.com,,,,,,,,wefit.gr,
ΑΚΑΔΗΜΙΑ ΤΟΞΟΒΟΛΙΑΣ,Αθήνα,ΓΛΥΦΑΔΑ,,ΤΟΞΟΒΟΛΙΑ,,https://www.facebook.com/AkademiaToxobolias/timeline,http://www.fightway.gr/texnes/toxovolia,,Στοργής 2,16674,,archery.academy.greece@gmail.com,,,,,,,,wefit.gr,
ΑΚΑΔΗΜΙΑ ΤΟΞΟΒΟΛΙΑΣ,Αθήνα,ΓΛΥΦΑΔΑ,,ΤΟΞΟΒΟΛΙΑ,,https://www.facebook.com/AkademiaToxobolias/timeline,http://www.fightway.gr/texnes/toxovolia,,Στοργής 2,16674,,archery.academy.greece@gmail.com,,,,,,,,wefit.gr,
Ακαδημίες ποδοσφαίρου ανατολική Θεσσαλονίκη Ι. Παπάφης,Θεσσαλονίκη,,Αθλητισμός,Ποδόσφαιρο,none,,http://www.ioannis-papafis.eu/p/akadimies-podosfairou-thessalonikis.html,,,,,,,,,,,,,,
ΑΛΕΞΑΝΔΡΟΣ ΑΣ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,  6972 051359,,,,,,,,,,
Αμαζόνες Αχαρνών,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΜΥΝΤΩΡ,Αθήνα,ΚΑΛΛΙΘΕΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΟ ""Ηρακλής"" Αγίου Δημητρίου",Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,3ο Λύκειο Αγ.Δημητρίου,,,,,,,
"ΑΟ ""Ίσιδα - Δίας"" Νέας Μάκρης",Αθήνα,Νέας Μάκρης,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
"ΑΟ ""Πήγασος"" Αγίας Παρασκευής",Αθήνα, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ Αγίου Στεφάνου,Αθήνα,Άγιος Στέφανος,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ ΑΙΓΑΛΕΩ,Αθήνα, ΑΙΓΑΛΕΩ,Αθλητισμός,Volley,,,,, Ν.ΠΛΑΣΤΗΡΑ 20,, 2105315411,,,,,,,,,,
ΑΟ Άνοιξης,Αθήνα,ΑΝΟΙΞΗ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
"ΑΟ ΑΝΩ ΛΙΟΣΙΑ
  ΕΥΠΥΡΙΔΑΙ",Αθήνα,ΑΝΩ ΛΙΟΣΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΟ ΑΡΙΩΝΑΣ ΚΟΥΦΑΛΙΩΝ,Θεσσαλονίκη,ΚΟΥΦΑΛΙΑ,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
ΑΟ Αστέρας '80 Αλιβερίου,Χαλκίδα,Αλιβερίου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ ΑΣΤΕΡΑΣ ΝΙΚΑΙΑΣ,Αθήνα, ΝΙΚΑΙΑ,Αθλητισμός,Volley,,,,, ΙΚΟΝΙΟΥ 66-68,,,,,,,,,,,,
"ΑΟ Βάρης ""Ο Αναγυρούς""",Αθήνα,Βάρη-main,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ Βουλιαγμένης,Αθήνα,Βάρη-main,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ Δάφνη Αγίου Δημητρίου,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,3ο Λύκειο Αγ.Δημητρίου,,,,,,,
ΑΟ Δεξαμενής Μεταμόρφωσης,Αθήνα,Νέο Κλειστό Μεταμόρφωσης,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ Διονύσου,Αθήνα,Διονύσου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ ΕΛΛ.ΝΑΥΠΗΓΕΙΑ,Αθήνα, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,Αθλητισμός,Volley,,,,, ΠΥΛΟΥ 5,,,,,,,,,,,,
ΑΟ ΕΝΩΣΗ ΙΛΙΟΥ,Αθήνα, ΙΛΙΟΝ,Αθλητισμός,Volley,,,  www.enosi-iliou.gr,, ΠΑΡΙΔΟΣ 71 Β,, 2102633562,,,,,,,,,,
ΑΟ Ζεύς Ερυθρού,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ Ηλυσιακός,Αθήνα,ΙΛΙΣΙΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ Θρακομακεδόνων,Αθήνα,Θρακομακεδόνων,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ ΘΡΙΑΜΒΟΣ,Αθήνα,ΧΑΪΔΑΡΙ,Αθλητισμός,Volley,,,,, ΙΕΡΑ ΟΔΟΣ  255Α,, 2105321190,,,,,,,,,,
ΑΟ ΘΡΙΑΣΙΟ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,
ΑΟ Καρέα,Αθήνα,Καρέα (Τάκης Παπαγεωργίου),Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ ΚΕΛΕΟΣ,Αθήνα, ΕΛΕΥΣΙΝΑ,Αθλητισμός,Volley,,,,, ΘΑΝΑΣΟΥΛΟΠΟΥΛΟΥ 25,, 2105544900,,,,,,,,,,
ΑΟ Κωφών,Αθήνα,Μετς Α΄ Εθνικού,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ Λαγονησίου,Αθήνα,ΛΑΓΟΝΗΣΙ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ ΛΕΟΝΤΕΣ ΚΑΜΙΝΙΩΝ,Αθήνα, ΚΑΜΙΝΙΑ,Αθλητισμός,Volley,,,  www.leonteskaminiwn.blogspot.gr,, ΘΗΡΑΣ  79,,,,,,,,,,,,
ΑΟ Μαρκοπούλου,Αθήνα,ΜΑΡΚΟΠΟΥΛΟ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ Νηαρ Ηστ,Αθήνα,Ε.Σ.Καισαριανής (Γ.Μελισσινός),Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ Οδυσσέας,Αθήνα,Κοκκινιάς Αμαρουσίου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ ΟΞΥΘΕΜΙΣ,Πολύγυρος,,Αθλητισμός,Στίβος,,,,,,,  23710 025062,,,,,,,,,,
ΑΟ Παλλήνη,Αθήνα,Κάντζα,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ ΠΗΓΑΣΟΣ ΧΑΪΔΑΡΙΟΥ,Αθήνα,ΧΑΪΔΑΡΙ,Αθλητισμός,Volley,,,,, ΑΓΩΝ.ΣΤΡΑΤΟΠΕΔΟΥ ΧΑΪΔΑΡΙΟΥ 49 ,, 210 5814383,,,,,,,,,,
ΑΟ Πολιτεία,Αθήνα,Πολιτεία,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟ ΣΑΡΩΝΙΚΟΣ,Αθήνα, ΑΙΓΙΝΑ,Αθλητισμός,Volley,,,  www.aeginavolley.gr,, ΔΗΜΟΤΙΚΟ ΓΗΠΕΔΟ ΑΙΓΙΝΑΣ ,,,,,,,,,,,,
ΑΟ ΤΑΤΑΥΛΑ,Αθήνα, ΑΛΙΜΟΣ,Αθλητισμός,Volley,,,  www.tatavlasc.gr,, ΜΕΓΑΛΗ ΤΟΥ ΓΕΝΟΥΣ ΣΧΟΛΗ 10,, 2109402473,,,,,,,,,,
ΑΟ ΤΕΛΑΜΩΝ,Αθήνα, ΠΑΡΑΛΙΑ ΣΑΛΑΜΙΝΑΣ,Αθλητισμός,Volley,,,  www.facebook.com/telamonvolleyball.gr/,, ΚΕΝΤΡΟ ΝΕΟΤΗΤΑΣ ΣΑΛΑΜΙΝΑΣ ,, 2104657780,,,,,,,,,,
ΑΟ ΦΙΛΙΑ ΠΕΡΑΜΑΤΟΣ,Αθήνα, ΠΕΡΑΜΑ,Αθλητισμός,Volley,,,  www.aofiliaperamatos.gr,, ΝΕΩΡΙΩΝ  19,, 210 4410670,,,,,,,,,,
ΑΟΝ ΑΡΓΥΡΟΥΠΟΛΗΣ,Αθήνα, ΑΡΓΥΡΟΥΠΟΛΗ,Αθλητισμός,Volley,,,  www.aonavolley.gr,, ΟΛΥΜΠΙΑΣ 1 & ΛΕΩΦ.ΑΡΓΥΡΟΥΠΟΛΕΩΣ ,, 2109904284,,,,,,,,,,
ΑΟΝ Ζηρίνειος,Αθήνα,Ζηρινείου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟΝΝΝΕ Αμαζόνες,Αθήνα,ΝΕΑ ΕΡΥΘΡΑΙΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟΝΣ ΜΙΛΩΝ,Αθήνα, ΝΕΑ ΣΜΥΡΝΗ,Αθλητισμός,Volley,,,  www.aons-milon.gr,, ΑΔ.ΚΟΡΑΗ & ΜΕΓ.ΒΑΣΙΛΕΙΟΥ ,, 2109353720,,,,,,,,,,
